[I 2024-11-23 03:14:46,105] Using an existing study with name 'IMDb-top_1000-GAT-google-bert-bert-base-uncased-Grouped-No_Aggregation' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2024-11-23 03:21:50,270] Trial 150 finished with value: 0.8727272727272727 and parameters: {'left_stride': 64, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9226759646604559, 'batch_size': 45, 'attention_heads': 7, 'hidden_dimension': 208, 'number_of_hidden_layers': 0, 'dropout_rate': 0.4453193742840852, 'global_pooling': 'sum', 'learning_rate': 0.001272323368716927, 'weight_decay': 0.0003572203663915397, 'beta_0': 0.8698324915964912, 'beta_1': 0.9881141992631104, 'epsilon': 7.545743072208948e-08, 'balanced_loss': True, 'epochs': 158, 'early_stopping_patience': 23, 'plateau_patience': 10, 'plateau_divider': 3}. Best is trial 87 with value: 0.9272727272727272.
[I 2024-11-23 14:39:13,781] Trial 258 finished with value: 0.896969696969697 and parameters: {'left_stride': 64, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.9144168263537377, 'batch_size': 30, 'attention_heads': 4, 'hidden_dimension': 219, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5235253410821924, 'global_pooling': 'mean', 'learning_rate': 0.00038248802006763636, 'weight_decay': 0.0001654711003241659, 'beta_0': 0.8541311221193917, 'beta_1': 0.9899659177845848, 'epsilon': 6.92507157233359e-07, 'balanced_loss': False, 'epochs': 56, 'early_stopping_patience': 21, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 87 with value: 0.9272727272727272.
[I 2024-11-23 14:45:05,902] Trial 259 finished with value: 0.9151515151515152 and parameters: {'left_stride': 64, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9192744625796198, 'batch_size': 33, 'attention_heads': 4, 'hidden_dimension': 217, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5299364118396247, 'global_pooling': 'mean', 'learning_rate': 0.00031390798583853644, 'weight_decay': 0.00014530062387198766, 'beta_0': 0.8528229909438491, 'beta_1': 0.9901877606571529, 'epsilon': 7.743441393680417e-07, 'balanced_loss': False, 'epochs': 57, 'early_stopping_patience': 20, 'plateau_patience': 21, 'plateau_divider': 10}. Best is trial 87 with value: 0.9272727272727272.
[I 2024-11-23 14:50:52,365] Trial 260 finished with value: 0.9151515151515152 and parameters: {'left_stride': 64, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9208979606695108, 'batch_size': 32, 'attention_heads': 4, 'hidden_dimension': 212, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5164491474242336, 'global_pooling': 'mean', 'learning_rate': 0.0004419909975623884, 'weight_decay': 1.87508145782041e-05, 'beta_0': 0.8563832653081986, 'beta_1': 0.9894319492690536, 'epsilon': 9.73535576229194e-07, 'balanced_loss': False, 'epochs': 54, 'early_stopping_patience': 21, 'plateau_patience': 20, 'plateau_divider': 8}. Best is trial 87 with value: 0.9272727272727272.
[I 2024-11-23 14:57:46,313] Trial 261 finished with value: 0.9030303030303031 and parameters: {'left_stride': 0, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9179204332879024, 'batch_size': 31, 'attention_heads': 9, 'hidden_dimension': 204, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5141158076061251, 'global_pooling': 'mean', 'learning_rate': 0.0005468014710638228, 'weight_decay': 0.00010381068738685409, 'beta_0': 0.8496873393800554, 'beta_1': 0.9905661751202489, 'epsilon': 1.2298801629223538e-06, 'balanced_loss': False, 'epochs': 60, 'early_stopping_patience': 22, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 87 with value: 0.9272727272727272.

[TRIAL] 245 [VALIDATION PERFORMANCE] 0.9272727272727272 [TRAINING LOSS] 0.11935831080464755 [VALIDATION LOSS] 0.2293472724656264 

number                                     245
value                                 0.927273
params_threshold                      0.920966
params_attention_heads                       5
params_balanced_loss                      True
params_embedding_pooling_operation        mean
params_attention_pooling_operation         min
params_batch_size                           31
params_dropout_rate                   0.515756
params_early_stopping_patience              21
params_epochs                               62
params_global_pooling                     mean
params_hidden_dimension                    204
params_learning_rate                  0.000387
params_number_of_hidden_layers               0
params_plateau_divider                       9
params_plateau_patience                     22
params_weight_decay                   0.000197
params_beta_0                         0.859616
params_beta_1                         0.991756
params_epsilon                        0.000001
user_attrs_epoch                          14.0
user_attrs_training_loss              0.119358
user_attrs_validation_loss            0.229347
params_left_stride                          64
params_right_stride                        128
Name: 245, dtype: object
37 Val: 0.9090909090909091 Test: 0.9194029850746268
38 Val: 0.9151515151515152 Test: 0.9194029850746268
39 Val: 0.9090909090909091 Test: 0.9283582089552239
40 Val: 0.9151515151515152 Test: 0.9104477611940298
41 Val: 0.9212121212121213 Test: 0.9194029850746268
42 Val: 0.9272727272727272 Test: 0.9134328358208955
43 Val: 0.9090909090909091 Test: 0.9134328358208955
44 Val: 0.9151515151515152 Test: 0.9194029850746268
45 Val: 0.9090909090909091 Test: 0.9104477611940298
46 Val: 0.9151515151515152 Test: 0.9104477611940298
Validation performance: 90.91 & 91.45 ± 0.6 & 92.73
Testing performance: 91.04 & 91.64 ± 0.58 & 92.84

[TRIAL] 244 [VALIDATION PERFORMANCE] 0.9272727272727272 [TRAINING LOSS] 0.10952308193287429 [VALIDATION LOSS] 0.251433910181125 

number                                     244
value                                 0.927273
params_threshold                      0.920194
params_attention_heads                       5
params_balanced_loss                      True
params_embedding_pooling_operation        mean
params_attention_pooling_operation         min
params_batch_size                           31
params_dropout_rate                   0.516169
params_early_stopping_patience              22
params_epochs                               63
params_global_pooling                     mean
params_hidden_dimension                    204
params_learning_rate                  0.000351
params_number_of_hidden_layers               0
params_plateau_divider                       9
params_plateau_patience                     22
params_weight_decay                   0.000175
params_beta_0                         0.858891
params_beta_1                         0.991887
params_epsilon                        0.000001
user_attrs_epoch                          16.0
user_attrs_training_loss              0.109523
user_attrs_validation_loss            0.251434
params_left_stride                          64
params_right_stride                        128
Name: 244, dtype: object
37 Val: 0.9151515151515152 Test: 0.9194029850746268
38 Val: 0.9151515151515152 Test: 0.9253731343283582
39 Val: 0.9151515151515152 Test: 0.9253731343283582
40 Val: 0.9030303030303031 Test: 0.9164179104477612
41 Val: 0.9272727272727272 Test: 0.9164179104477612
42 Val: 0.9272727272727272 Test: 0.9194029850746268
43 Val: 0.9030303030303031 Test: 0.9194029850746268
44 Val: 0.9090909090909091 Test: 0.9253731343283582
45 Val: 0.896969696969697 Test: 0.9164179104477612
46 Val: 0.9212121212121213 Test: 0.9194029850746268
Validation performance: 89.7 & 91.33 ± 1.03 & 92.73
Testing performance: 91.64 & 92.03 ± 0.37 & 92.54

[TRIAL] 219 [VALIDATION PERFORMANCE] 0.9272727272727272 [TRAINING LOSS] 0.042295965210845075 [VALIDATION LOSS] 0.2949726562947035 

number                                     219
value                                 0.927273
params_threshold                      0.929481
params_attention_heads                       6
params_balanced_loss                      True
params_embedding_pooling_operation        mean
params_attention_pooling_operation         min
params_batch_size                           45
params_dropout_rate                   0.457978
params_early_stopping_patience              24
params_epochs                               92
params_global_pooling                     mean
params_hidden_dimension                    209
params_learning_rate                  0.000796
params_number_of_hidden_layers               0
params_plateau_divider                       3
params_plateau_patience                     10
params_weight_decay                   0.000208
params_beta_0                         0.872616
params_beta_1                         0.996404
params_epsilon                        0.000003
user_attrs_epoch                          28.0
user_attrs_training_loss              0.042296
user_attrs_validation_loss            0.294973
params_left_stride                          64
params_right_stride                        128
Name: 219, dtype: object
37 Val: 0.9090909090909091 Test: 0.8985074626865671
38 Val: 0.9151515151515152 Test: 0.9223880597014925
39 Val: 0.9151515151515152 Test: 0.9134328358208955
40 Val: 0.9090909090909091 Test: 0.9134328358208955
41 Val: 0.9090909090909091 Test: 0.9194029850746268
42 Val: 0.9272727272727272 Test: 0.9134328358208955
43 Val: 0.9151515151515152 Test: 0.9164179104477612
44 Val: 0.9151515151515152 Test: 0.9164179104477612
45 Val: 0.9151515151515152 Test: 0.9194029850746268
46 Val: 0.9030303030303031 Test: 0.9253731343283582
Validation performance: 90.3 & 91.33 ± 0.64 & 92.73
Testing performance: 89.85 & 91.58 ± 0.73 & 92.54

[TRIAL] 87 [VALIDATION PERFORMANCE] 0.9272727272727272 [TRAINING LOSS] 0.011306838345869133 [VALIDATION LOSS] 0.4243708401918411 

number                                      87
value                                 0.927273
params_threshold                      0.923098
params_attention_heads                       5
params_balanced_loss                      True
params_embedding_pooling_operation        mean
params_attention_pooling_operation         min
params_batch_size                           44
params_dropout_rate                   0.502165
params_early_stopping_patience              25
params_epochs                               96
params_global_pooling                     mean
params_hidden_dimension                    201
params_learning_rate                   0.00227
params_number_of_hidden_layers               0
params_plateau_divider                       3
params_plateau_patience                     22
params_weight_decay                   0.000553
params_beta_0                         0.858229
params_beta_1                         0.991769
params_epsilon                             0.0
user_attrs_epoch                          29.0
user_attrs_training_loss              0.011307
user_attrs_validation_loss            0.424371
params_left_stride                          64
params_right_stride                        128
Name: 87, dtype: object
37 Val: 0.896969696969697 Test: 0.9164179104477612
38 Val: 0.9030303030303031 Test: 0.9134328358208955
39 Val: 0.896969696969697 Test: 0.9283582089552239
40 Val: 0.9030303030303031 Test: 0.9134328358208955
41 Val: 0.9151515151515152 Test: 0.9104477611940298
42 Val: 0.9272727272727272 Test: 0.9164179104477612
43 Val: 0.9212121212121213 Test: 0.9014925373134328
44 Val: 0.9030303030303031 Test: 0.8895522388059701
45 Val: 0.9151515151515152 Test: 0.9134328358208955
46 Val: 0.896969696969697 Test: 0.9134328358208955
Validation performance: 89.7 & 90.79 ± 1.1 & 92.73
Testing performance: 88.96 & 91.16 ± 1.02 & 92.84

[TRIAL] 142 [VALIDATION PERFORMANCE] 0.9212121212121213 [TRAINING LOSS] 0.10826798083467616 [VALIDATION LOSS] 0.2471324031551679 

number                                     142
value                                 0.921212
params_threshold                      0.922737
params_attention_heads                       8
params_balanced_loss                      True
params_embedding_pooling_operation        mean
params_attention_pooling_operation         min
params_batch_size                           29
params_dropout_rate                   0.461254
params_early_stopping_patience              24
params_epochs                              165
params_global_pooling                     mean
params_hidden_dimension                    199
params_learning_rate                  0.000563
params_number_of_hidden_layers               0
params_plateau_divider                       3
params_plateau_patience                     10
params_weight_decay                   0.000706
params_beta_0                         0.873261
params_beta_1                         0.990051
params_epsilon                             0.0
user_attrs_epoch                          10.0
user_attrs_training_loss              0.108268
user_attrs_validation_loss            0.247132
params_left_stride                          64
params_right_stride                        128
Name: 142, dtype: object
37 Val: 0.9212121212121213 Test: 0.9164179104477612
38 Val: 0.9030303030303031 Test: 0.9164179104477612
slurmstepd: error: *** JOB 14005637 ON gpu033 CANCELLED AT 2024-11-23T19:14:45 DUE TO TIME LIMIT ***
