[I 2025-01-09 11:27:37,124] Using an existing study with name 'RTSP-GATv2-facebook-bart-large-Surrogate-No_Aggregation' instead of creating a new one.
[I 2025-01-09 11:41:02,814] Trial 87 finished with value: 0.8502109704641351 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5677638631304116, 'batch_size': 136, 'attention_heads': 14, 'hidden_dimension': 199, 'number_of_hidden_layers': 4, 'dropout_rate': 0.3613529900985936, 'global_pooling': 'mean', 'learning_rate': 0.011802082428154767, 'weight_decay': 0.00023814076232801118, 'beta_0': 0.8118430633577361, 'beta_1': 0.9861742186136709, 'epsilon': 4.8600562167785295e-08, 'balanced_loss': True, 'epochs': 67, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 07:51:33,655] Trial 235 finished with value: 0.8987341772151899 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6290663578370846, 'batch_size': 192, 'attention_heads': 8, 'hidden_dimension': 206, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5805028912805841, 'global_pooling': 'mean', 'learning_rate': 6.729708871787514e-05, 'weight_decay': 7.77339497609947e-06, 'beta_0': 0.8213369410718463, 'beta_1': 0.9837705943477464, 'epsilon': 9.45596129881587e-06, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 07:59:00,297] Trial 236 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6014305507568497, 'batch_size': 186, 'attention_heads': 9, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5727344852648811, 'global_pooling': 'mean', 'learning_rate': 0.01471431523306925, 'weight_decay': 1.296178814558876e-05, 'beta_0': 0.8188863832684959, 'beta_1': 0.982742424816761, 'epsilon': 7.482254475354495e-06, 'balanced_loss': False, 'epochs': 190, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 08:06:25,481] Trial 237 finished with value: 0.9050632911392406 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5821691801578269, 'batch_size': 210, 'attention_heads': 8, 'hidden_dimension': 202, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5670175330984738, 'global_pooling': 'mean', 'learning_rate': 0.006374811484603336, 'weight_decay': 1.4360553862256056e-05, 'beta_0': 0.8273036348818543, 'beta_1': 0.9834111287886201, 'epsilon': 4.468017508443029e-06, 'balanced_loss': False, 'epochs': 105, 'early_stopping_patience': 24, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 08:13:45,152] Trial 238 finished with value: 0.89943741209564 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6167026049913209, 'batch_size': 215, 'attention_heads': 7, 'hidden_dimension': 197, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5238632850261584, 'global_pooling': 'mean', 'learning_rate': 0.030854960404248778, 'weight_decay': 1.0999961307347905e-05, 'beta_0': 0.8251553000828312, 'beta_1': 0.984129193427569, 'epsilon': 3.2168411801036897e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 24, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 08:20:43,312] Trial 239 finished with value: 0.9071729957805907 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5692409991281201, 'batch_size': 197, 'attention_heads': 8, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.559143430252569, 'global_pooling': 'mean', 'learning_rate': 0.011953294017426968, 'weight_decay': 2.1719298162232114e-05, 'beta_0': 0.8333226137052313, 'beta_1': 0.9825778439554985, 'epsilon': 1.2445251918473643e-05, 'balanced_loss': False, 'epochs': 76, 'early_stopping_patience': 23, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 08:27:57,224] Trial 240 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5620503239498013, 'batch_size': 194, 'attention_heads': 8, 'hidden_dimension': 168, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5553484883623669, 'global_pooling': 'mean', 'learning_rate': 0.011472206356407215, 'weight_decay': 2.101120418129206e-05, 'beta_0': 0.8340879824387221, 'beta_1': 0.9822477781114897, 'epsilon': 1.1344528542419521e-05, 'balanced_loss': False, 'epochs': 76, 'early_stopping_patience': 23, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 08:35:30,186] Trial 241 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.43713550280832114, 'batch_size': 204, 'attention_heads': 10, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5474832430091112, 'global_pooling': 'mean', 'learning_rate': 0.00836797058351865, 'weight_decay': 2.1859678786561585e-05, 'beta_0': 0.8319005638092762, 'beta_1': 0.982559520584505, 'epsilon': 1.4396807147503925e-05, 'balanced_loss': False, 'epochs': 198, 'early_stopping_patience': 24, 'plateau_patience': 11, 'plateau_divider': 7}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 08:42:58,252] Trial 242 finished with value: 0.9008438818565401 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5677664291014874, 'batch_size': 197, 'attention_heads': 8, 'hidden_dimension': 190, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5587879040807779, 'global_pooling': 'mean', 'learning_rate': 0.012652311935665995, 'weight_decay': 2.5751038225750152e-05, 'beta_0': 0.8339985204865857, 'beta_1': 0.9827967678776117, 'epsilon': 1.3261607432302651e-05, 'balanced_loss': False, 'epochs': 77, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 08:50:17,173] Trial 243 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.5803598582964232, 'batch_size': 225, 'attention_heads': 8, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5665664892940784, 'global_pooling': 'mean', 'learning_rate': 0.018229117387469927, 'weight_decay': 0.0009649419196474265, 'beta_0': 0.8283874981205891, 'beta_1': 0.9831513514282153, 'epsilon': 5.953859808849407e-06, 'balanced_loss': False, 'epochs': 83, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 08:58:03,108] Trial 244 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5914052656368006, 'batch_size': 202, 'attention_heads': 8, 'hidden_dimension': 185, 'number_of_hidden_layers': 1, 'dropout_rate': 0.560524567083998, 'global_pooling': 'mean', 'learning_rate': 0.015214128929368406, 'weight_decay': 1.7015331771517583e-05, 'beta_0': 0.8370426086789533, 'beta_1': 0.9836983205923874, 'epsilon': 9.863116607546524e-06, 'balanced_loss': False, 'epochs': 194, 'early_stopping_patience': 24, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 09:05:41,227] Trial 245 finished with value: 0.8987341772151899 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6064760918637868, 'batch_size': 217, 'attention_heads': 9, 'hidden_dimension': 193, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5369499765618077, 'global_pooling': 'mean', 'learning_rate': 0.009618697101991737, 'weight_decay': 1.346057404568921e-05, 'beta_0': 0.8501898826529688, 'beta_1': 0.9846592472769391, 'epsilon': 1.7486655185190317e-05, 'balanced_loss': False, 'epochs': 197, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 09:14:47,221] Trial 246 finished with value: 0.9029535864978903 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.6205712270494365, 'batch_size': 232, 'attention_heads': 7, 'hidden_dimension': 199, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5517970494697535, 'global_pooling': 'mean', 'learning_rate': 0.020260978614793968, 'weight_decay': 1.8477871595046238e-05, 'beta_0': 0.830907471479055, 'beta_1': 0.982130454577467, 'epsilon': 4.967831789625555e-06, 'balanced_loss': False, 'epochs': 193, 'early_stopping_patience': 25, 'plateau_patience': 10, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 09:22:02,724] Trial 247 finished with value: 0.9036568213783404 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5740257312408776, 'batch_size': 224, 'attention_heads': 8, 'hidden_dimension': 188, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5440756926894128, 'global_pooling': 'mean', 'learning_rate': 0.003925271220540249, 'weight_decay': 3.0373853036860362e-05, 'beta_0': 0.82250289749728, 'beta_1': 0.9829987325509554, 'epsilon': 3.789070642792003e-06, 'balanced_loss': False, 'epochs': 78, 'early_stopping_patience': 23, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 09:29:21,200] Trial 248 finished with value: 0.9022503516174403 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5988769459116909, 'batch_size': 209, 'attention_heads': 8, 'hidden_dimension': 147, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5748460525994261, 'global_pooling': 'mean', 'learning_rate': 0.0074193868569896685, 'weight_decay': 9.625347687697877e-06, 'beta_0': 0.8167794422504975, 'beta_1': 0.9835190317201381, 'epsilon': 7.71161219938932e-06, 'balanced_loss': False, 'epochs': 185, 'early_stopping_patience': 24, 'plateau_patience': 24, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 09:36:35,985] Trial 249 finished with value: 0.670182841068917 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.6415614535404663, 'batch_size': 177, 'attention_heads': 6, 'hidden_dimension': 179, 'number_of_hidden_layers': 2, 'dropout_rate': 0.5654455076018463, 'global_pooling': 'sum', 'learning_rate': 0.02468006046335297, 'weight_decay': 1.2096771528589118e-05, 'beta_0': 0.825593317511461, 'beta_1': 0.9839002343632506, 'epsilon': 6.389885422851334e-06, 'balanced_loss': False, 'epochs': 200, 'early_stopping_patience': 25, 'plateau_patience': 25, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.
[I 2025-01-10 09:44:08,167] Trial 250 finished with value: 0.9015471167369902 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5845645022636756, 'batch_size': 241, 'attention_heads': 9, 'hidden_dimension': 193, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5592183854504063, 'global_pooling': 'mean', 'learning_rate': 0.005786860424355376, 'weight_decay': 1.5110451679385557e-05, 'beta_0': 0.8215327592076563, 'beta_1': 0.9832681756153865, 'epsilon': 1.2060905312211434e-05, 'balanced_loss': False, 'epochs': 80, 'early_stopping_patience': 24, 'plateau_patience': 11, 'plateau_divider': 8}. Best is trial 30 with value: 0.9085794655414908.

[TRIAL] 30 [VALIDATION PERFORMANCE] 0.9085794655414908 [TRAINING LOSS] 0.19889617021437045 [VALIDATION LOSS] 0.2585848548582622 

number                                      30
value                                 0.908579
params_threshold                      0.614091
params_attention_heads                      15
params_balanced_loss                     False
params_embedding_pooling_operation         min
params_attention_pooling_operation        mean
params_batch_size                          213
params_dropout_rate                   0.346246
params_early_stopping_patience              24
params_epochs                               81
params_global_pooling                     mean
params_hidden_dimension                    194
params_learning_rate                  0.004083
params_number_of_hidden_layers               2
params_plateau_divider                       4
params_plateau_patience                     16
params_weight_decay                   0.000158
params_beta_0                         0.824868
params_beta_1                         0.981183
params_epsilon                        0.000003
user_attrs_epoch                           6.0
user_attrs_training_loss              0.198896
user_attrs_validation_loss            0.258585
Name: 30, dtype: object
37 Val: 0.9050632911392406 Test: 0.8998311761395611
38 Val: 0.9057665260196905 Test: 0.8987056837366347
39 Val: 0.9015471167369902 Test: 0.8987056837366347
40 Val: 0.9015471167369902 Test: 0.9003939223410242
41 Val: 0.90014064697609 Test: 0.897298818232977
42 Val: 0.9029535864978903 Test: 0.8950478334271244
43 Val: 0.8980309423347398 Test: 0.899268429938098
44 Val: 0.8980309423347398 Test: 0.893359594822735
45 Val: 0.9008438818565401 Test: 0.9015194147439505
46 Val: 0.9022503516174403 Test: 0.8970174451322454
Validation performance: 89.8 & 90.16 ± 0.26 & 90.58
Testing performance: 89.34 & 89.81 ± 0.25 & 90.15

[TRIAL] 164 [VALIDATION PERFORMANCE] 0.9078762306610408 [TRAINING LOSS] 0.2308649500975242 [VALIDATION LOSS] 0.2507615919624056 

number                                     164
value                                 0.907876
params_threshold                      0.623234
params_attention_heads                       7
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation        mean
params_batch_size                          226
params_dropout_rate                   0.552725
params_early_stopping_patience              25
params_epochs                              197
params_global_pooling                     mean
params_hidden_dimension                    188
params_learning_rate                  0.017085
params_number_of_hidden_layers               1
params_plateau_divider                       8
params_plateau_patience                     24
params_weight_decay                   0.000008
params_beta_0                         0.827632
params_beta_1                         0.983191
params_epsilon                        0.000004
user_attrs_epoch                           9.0
user_attrs_training_loss              0.230865
user_attrs_validation_loss            0.250762
Name: 164, dtype: object
37 Val: 0.9008438818565401 Test: 0.8998311761395611
38 Val: 0.9029535864978903 Test: 0.905740011254924
39 Val: 0.9008438818565401 Test: 0.8925154755205402
40 Val: 0.8987341772151899 Test: 0.8975801913337085
41 Val: 0.9057665260196905 Test: 0.8978615644344401
42 Val: 0.9064697609001406 Test: 0.9001125492402926
43 Val: 0.90014064697609 Test: 0.9001125492402926
44 Val: 0.9015471167369902 Test: 0.9018007878446821
45 Val: 0.9015471167369902 Test: 0.9009566685424873
46 Val: 0.9015471167369902 Test: 0.8998311761395611
Validation performance: 89.87 & 90.2 ± 0.24 & 90.65
Testing performance: 89.25 & 89.96 ± 0.34 & 90.57

[TRIAL] 167 [VALIDATION PERFORMANCE] 0.9078762306610408 [TRAINING LOSS] 0.20969247531432372 [VALIDATION LOSS] 0.25253460662705557 

number                                     167
value                                 0.907876
params_threshold                      0.621865
params_attention_heads                       8
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation        mean
params_batch_size                          222
params_dropout_rate                   0.569041
params_early_stopping_patience              24
params_epochs                              198
params_global_pooling                     mean
params_hidden_dimension                    190
params_learning_rate                  0.013039
params_number_of_hidden_layers               1
params_plateau_divider                       8
params_plateau_patience                     10
params_weight_decay                   0.000014
params_beta_0                         0.825075
params_beta_1                         0.983122
params_epsilon                        0.000007
user_attrs_epoch                          10.0
user_attrs_training_loss              0.209692
user_attrs_validation_loss            0.252535
Name: 167, dtype: object
37 Val: 0.9029535864978903 Test: 0.9023635340461452
38 Val: 0.9008438818565401 Test: 0.8978615644344401
39 Val: 0.9071729957805907 Test: 0.9015194147439505
40 Val: 0.9029535864978903 Test: 0.8987056837366347
41 Val: 0.9036568213783404 Test: 0.9029262802476083
42 Val: 0.9050632911392406 Test: 0.8964546989307822
43 Val: 0.9008438818565401 Test: 0.8978615644344401
44 Val: 0.9113924050632911 Test: 0.9026449071468767
45 Val: 0.9043600562587905 Test: 0.9029262802476083
46 Val: 0.9015471167369902 Test: 0.8984243106359032
Validation performance: 90.08 & 90.41 ± 0.32 & 91.14
Testing performance: 89.65 & 90.02 ± 0.25 & 90.29

[TRIAL] 202 [VALIDATION PERFORMANCE] 0.9078762306610408 [TRAINING LOSS] 0.20060815193034984 [VALIDATION LOSS] 0.25965409193720135 

number                                     202
value                                 0.907876
params_threshold                      0.586493
params_attention_heads                       8
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation        mean
params_batch_size                          217
params_dropout_rate                   0.538687
params_early_stopping_patience              25
params_epochs                              200
params_global_pooling                     mean
params_hidden_dimension                    197
params_learning_rate                  0.011275
params_number_of_hidden_layers               1
params_plateau_divider                       8
params_plateau_patience                     12
params_weight_decay                   0.000013
params_beta_0                         0.819746
params_beta_1                         0.983498
params_epsilon                        0.000004
user_attrs_epoch                          10.0
user_attrs_training_loss              0.200608
user_attrs_validation_loss            0.259654
Name: 202, dtype: object
37 Val: 0.9036568213783404 Test: 0.9054586381541925
38 Val: 0.909985935302391 Test: 0.9009566685424873
39 Val: 0.9015471167369902 Test: 0.9032076533483399
40 Val: 0.9008438818565401 Test: 0.8956105796285875
41 Val: 0.9036568213783404 Test: 0.9034890264490715
42 Val: 0.9036568213783404 Test: 0.8936409679234665
43 Val: 0.9043600562587905 Test: 0.889420371412493
44 Val: 0.9022503516174403 Test: 0.9012380416432189
45 Val: 0.9050632911392406 Test: 0.9009566685424873
46 Val: 0.9050632911392406 Test: 0.9018007878446821
Validation performance: 90.08 & 90.4 ± 0.25 & 91.0
Testing performance: 88.94 & 89.96 ± 0.5 & 90.55

[TRIAL] 178 [VALIDATION PERFORMANCE] 0.9078762306610408 [TRAINING LOSS] 0.2508690341242722 [VALIDATION LOSS] 0.26148469746112823 

number                                     178
value                                 0.907876
params_threshold                      0.622212
params_attention_heads                       8
params_balanced_loss                     False
params_embedding_pooling_operation        mean
params_attention_pooling_operation        mean
params_batch_size                          210
params_dropout_rate                   0.553509
params_early_stopping_patience              24
params_epochs                              197
params_global_pooling                     mean
params_hidden_dimension                    193
params_learning_rate                  0.016435
params_number_of_hidden_layers               1
params_plateau_divider                       8
params_plateau_patience                     10
params_weight_decay                   0.000013
params_beta_0                           0.8318
params_beta_1                         0.984545
params_epsilon                        0.000006
user_attrs_epoch                           6.0
user_attrs_training_loss              0.250869
user_attrs_validation_loss            0.261485
Name: 178, dtype: object
37 Val: 0.89943741209564 Test: 0.8919527293190771
38 Val: 0.9057665260196905 Test: 0.9001125492402926
39 Val: 0.9008438818565401 Test: 0.9032076533483399
40 Val: 0.9015471167369902 Test: 0.9012380416432189
41 Val: 0.89943741209564 Test: 0.8975801913337085
42 Val: 0.9043600562587905 Test: 0.8975801913337085
43 Val: 0.9050632911392406 Test: 0.9015194147439505
44 Val: 0.9043600562587905 Test: 0.9018007878446821
45 Val: 0.9050632911392406 Test: 0.9032076533483399
46 Val: 0.9015471167369902 Test: 0.9015194147439505
Validation performance: 89.94 & 90.27 ± 0.24 & 90.58
Testing performance: 89.2 & 90.0 ± 0.34 & 90.32

[RTSP] Elapsed time: 1734.493664487203 minutes.
