Some weights of RobertaModel were not initialized from the model checkpoint at FacebookAI/roberta-large and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
[I 2025-01-09 11:27:36,765] Using an existing study with name 'RTSP-GATv2-FacebookAI-roberta-large-Surrogate-No_Aggregation' instead of creating a new one.
[I 2025-01-09 11:36:22,803] Trial 91 finished with value: 0.8762306610407876 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5592169400856513, 'batch_size': 241, 'attention_heads': 6, 'hidden_dimension': 225, 'number_of_hidden_layers': 2, 'dropout_rate': 0.39012445022419606, 'global_pooling': 'max', 'learning_rate': 0.0008222575598484658, 'weight_decay': 5.517741939890411e-05, 'beta_0': 0.8601743537063061, 'beta_1': 0.990798152343551, 'epsilon': 4.275960740862204e-07, 'balanced_loss': False, 'epochs': 128, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 6}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 02:10:12,426] Trial 205 finished with value: 0.870604781997187 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.4881062410170217, 'batch_size': 243, 'attention_heads': 16, 'hidden_dimension': 248, 'number_of_hidden_layers': 1, 'dropout_rate': 0.445091512484369, 'global_pooling': 'max', 'learning_rate': 0.000788098767795745, 'weight_decay': 0.00023755314690255319, 'beta_0': 0.8822383441302499, 'beta_1': 0.9858347855870899, 'epsilon': 1.620264684774166e-08, 'balanced_loss': False, 'epochs': 177, 'early_stopping_patience': 16, 'plateau_patience': 12, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 02:16:57,503] Trial 206 finished with value: 0.8811533052039381 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.502715002122239, 'batch_size': 133, 'attention_heads': 15, 'hidden_dimension': 85, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4341439059643164, 'global_pooling': 'max', 'learning_rate': 0.0020951240277221794, 'weight_decay': 9.416794282431278e-05, 'beta_0': 0.8965788527961264, 'beta_1': 0.9851005658171591, 'epsilon': 9.861254207257855e-07, 'balanced_loss': False, 'epochs': 181, 'early_stopping_patience': 15, 'plateau_patience': 11, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 02:23:22,745] Trial 207 finished with value: 0.8748241912798875 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5800637259369041, 'batch_size': 80, 'attention_heads': 9, 'hidden_dimension': 114, 'number_of_hidden_layers': 1, 'dropout_rate': 0.31138198007333195, 'global_pooling': 'max', 'learning_rate': 0.0033617131408363774, 'weight_decay': 0.00012465607166682065, 'beta_0': 0.8496221983351888, 'beta_1': 0.9844635355592509, 'epsilon': 3.303233855476782e-08, 'balanced_loss': False, 'epochs': 185, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 02:32:27,606] Trial 208 finished with value: 0.879746835443038 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5504682317882407, 'batch_size': 68, 'attention_heads': 13, 'hidden_dimension': 124, 'number_of_hidden_layers': 3, 'dropout_rate': 0.3877425665055673, 'global_pooling': 'mean', 'learning_rate': 0.00269836617519364, 'weight_decay': 8.764152599449452e-06, 'beta_0': 0.8733089377731206, 'beta_1': 0.9932978436331846, 'epsilon': 3.065606974394385e-05, 'balanced_loss': False, 'epochs': 140, 'early_stopping_patience': 24, 'plateau_patience': 12, 'plateau_divider': 10}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 02:39:19,182] Trial 209 finished with value: 0.8790436005625879 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5352379996141693, 'batch_size': 252, 'attention_heads': 4, 'hidden_dimension': 256, 'number_of_hidden_layers': 1, 'dropout_rate': 0.47085216324171847, 'global_pooling': 'max', 'learning_rate': 0.0005534379921211589, 'weight_decay': 2.16953087527333e-05, 'beta_0': 0.8909767945885264, 'beta_1': 0.99387352548232, 'epsilon': 2.2158614539216905e-06, 'balanced_loss': True, 'epochs': 133, 'early_stopping_patience': 14, 'plateau_patience': 17, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 02:45:59,203] Trial 210 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5151297376426599, 'batch_size': 104, 'attention_heads': 10, 'hidden_dimension': 103, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4274107452537534, 'global_pooling': 'max', 'learning_rate': 0.0009962032409299934, 'weight_decay': 0.00019681651997206534, 'beta_0': 0.8566192467371858, 'beta_1': 0.9925500155801059, 'epsilon': 1.8088766520929873e-05, 'balanced_loss': False, 'epochs': 192, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 02:54:30,548] Trial 211 finished with value: 0.8804500703234881 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.7595300221703225, 'batch_size': 86, 'attention_heads': 10, 'hidden_dimension': 242, 'number_of_hidden_layers': 3, 'dropout_rate': 0.38058903332611965, 'global_pooling': 'max', 'learning_rate': 0.0014573472644268672, 'weight_decay': 1.29218135144429e-06, 'beta_0': 0.8292644822831982, 'beta_1': 0.9861985276224005, 'epsilon': 4.7357118794476616e-05, 'balanced_loss': False, 'epochs': 78, 'early_stopping_patience': 15, 'plateau_patience': 25, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 03:04:06,896] Trial 212 finished with value: 0.8783403656821378 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5595383228020127, 'batch_size': 235, 'attention_heads': 9, 'hidden_dimension': 193, 'number_of_hidden_layers': 2, 'dropout_rate': 0.41752044866933524, 'global_pooling': 'max', 'learning_rate': 0.0006681780665900947, 'weight_decay': 8.093415038850067e-05, 'beta_0': 0.8508911133924255, 'beta_1': 0.9867591325605324, 'epsilon': 5.059820256553323e-08, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 23, 'plateau_patience': 24, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 03:16:51,259] Trial 213 finished with value: 0.869901547116737 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5481005572502395, 'batch_size': 208, 'attention_heads': 9, 'hidden_dimension': 119, 'number_of_hidden_layers': 2, 'dropout_rate': 0.40722621238669, 'global_pooling': 'max', 'learning_rate': 2.778413097360328e-05, 'weight_decay': 3.379085992128151e-05, 'beta_0': 0.8523519768699367, 'beta_1': 0.9866813444697823, 'epsilon': 2.2565994509162272e-07, 'balanced_loss': False, 'epochs': 144, 'early_stopping_patience': 23, 'plateau_patience': 23, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 03:25:10,116] Trial 214 finished with value: 0.8811533052039381 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5694883778951076, 'batch_size': 53, 'attention_heads': 9, 'hidden_dimension': 180, 'number_of_hidden_layers': 2, 'dropout_rate': 0.42664670216294026, 'global_pooling': 'max', 'learning_rate': 0.0004479552039221107, 'weight_decay': 5.8827019782449636e-05, 'beta_0': 0.8491757029552222, 'beta_1': 0.9873850247199549, 'epsilon': 1.33550445445112e-07, 'balanced_loss': False, 'epochs': 138, 'early_stopping_patience': 23, 'plateau_patience': 11, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 03:33:51,028] Trial 215 finished with value: 0.8741209563994374 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.5319186398084648, 'batch_size': 219, 'attention_heads': 8, 'hidden_dimension': 133, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4187149316737867, 'global_pooling': 'max', 'learning_rate': 0.0003519954750349615, 'weight_decay': 7.266072387555489e-05, 'beta_0': 0.8472628159493091, 'beta_1': 0.9858520137320925, 'epsilon': 1.790575615659815e-07, 'balanced_loss': False, 'epochs': 150, 'early_stopping_patience': 25, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 03:42:31,007] Trial 216 finished with value: 0.8839662447257384 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5035502951441465, 'batch_size': 227, 'attention_heads': 9, 'hidden_dimension': 157, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4378075557361014, 'global_pooling': 'max', 'learning_rate': 0.0008206689610265007, 'weight_decay': 5.071370359722382e-05, 'beta_0': 0.8867399674964187, 'beta_1': 0.985528509175281, 'epsilon': 9.373949183538541e-08, 'balanced_loss': False, 'epochs': 172, 'early_stopping_patience': 21, 'plateau_patience': 22, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 03:49:12,079] Trial 217 finished with value: 0.8720112517580872 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.521619736126009, 'batch_size': 113, 'attention_heads': 9, 'hidden_dimension': 108, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36087316235211836, 'global_pooling': 'max', 'learning_rate': 0.0011600844457473674, 'weight_decay': 1.5711754197727363e-06, 'beta_0': 0.8937230797023523, 'beta_1': 0.9863384834018916, 'epsilon': 1.1834762482836324e-05, 'balanced_loss': False, 'epochs': 130, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 03:57:14,482] Trial 218 finished with value: 0.8839662447257384 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5380530126842488, 'batch_size': 123, 'attention_heads': 11, 'hidden_dimension': 219, 'number_of_hidden_layers': 1, 'dropout_rate': 0.30287627735883377, 'global_pooling': 'max', 'learning_rate': 0.0006769092977458348, 'weight_decay': 1.3497412546924297e-05, 'beta_0': 0.8889368513876789, 'beta_1': 0.9896564292655226, 'epsilon': 7.553917723197439e-08, 'balanced_loss': False, 'epochs': 53, 'early_stopping_patience': 22, 'plateau_patience': 10, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:04:32,416] Trial 219 finished with value: 0.8762306610407876 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5932911365687629, 'batch_size': 247, 'attention_heads': 8, 'hidden_dimension': 76, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4501479368050542, 'global_pooling': 'max', 'learning_rate': 0.0002588570560846274, 'weight_decay': 8.83972005821153e-05, 'beta_0': 0.843879923338994, 'beta_1': 0.9869375499655626, 'epsilon': 2.9261246798723906e-07, 'balanced_loss': False, 'epochs': 126, 'early_stopping_patience': 22, 'plateau_patience': 20, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:11:17,484] Trial 220 finished with value: 0.8748241912798875 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.49683163100600625, 'batch_size': 213, 'attention_heads': 8, 'hidden_dimension': 204, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3926467979103002, 'global_pooling': 'mean', 'learning_rate': 0.003928656783611455, 'weight_decay': 0.00011329321503826923, 'beta_0': 0.8345872408062791, 'beta_1': 0.9888351156018914, 'epsilon': 2.5145257536569006e-05, 'balanced_loss': False, 'epochs': 165, 'early_stopping_patience': 12, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:17:00,158] Trial 221 finished with value: 0.8776371308016878 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6747155236711875, 'batch_size': 109, 'attention_heads': 5, 'hidden_dimension': 115, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4131154664350426, 'global_pooling': 'max', 'learning_rate': 0.0009250984387059437, 'weight_decay': 0.00014451335861978922, 'beta_0': 0.8684994858051698, 'beta_1': 0.9876062606822753, 'epsilon': 3.8753437293179586e-05, 'balanced_loss': False, 'epochs': 160, 'early_stopping_patience': 10, 'plateau_patience': 12, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:23:25,884] Trial 222 finished with value: 0.8790436005625879 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4374465840486624, 'batch_size': 76, 'attention_heads': 8, 'hidden_dimension': 94, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3977327830001934, 'global_pooling': 'max', 'learning_rate': 0.0014121848004498125, 'weight_decay': 0.00035069115002750185, 'beta_0': 0.8467084088209182, 'beta_1': 0.9848291464007344, 'epsilon': 4.1815088656390106e-08, 'balanced_loss': False, 'epochs': 53, 'early_stopping_patience': 19, 'plateau_patience': 23, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:30:02,566] Trial 223 finished with value: 0.8818565400843882 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.45879368288818523, 'batch_size': 86, 'attention_heads': 7, 'hidden_dimension': 98, 'number_of_hidden_layers': 2, 'dropout_rate': 0.3986598214597947, 'global_pooling': 'max', 'learning_rate': 0.0011255860444898673, 'weight_decay': 0.0004740342294115767, 'beta_0': 0.8511225372255063, 'beta_1': 0.9847602339972565, 'epsilon': 2.656960691832267e-08, 'balanced_loss': False, 'epochs': 60, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:36:49,832] Trial 224 finished with value: 0.8832630098452883 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4472366635858336, 'batch_size': 90, 'attention_heads': 9, 'hidden_dimension': 88, 'number_of_hidden_layers': 2, 'dropout_rate': 0.40533924865840637, 'global_pooling': 'max', 'learning_rate': 0.0017461790962700807, 'weight_decay': 0.00030477206713530006, 'beta_0': 0.8492783986920107, 'beta_1': 0.9850650116466423, 'epsilon': 1.3189188088907326e-08, 'balanced_loss': False, 'epochs': 56, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:43:14,286] Trial 225 finished with value: 0.8853727144866386 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4741100305438086, 'batch_size': 172, 'attention_heads': 8, 'hidden_dimension': 101, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3868407995434193, 'global_pooling': 'max', 'learning_rate': 0.0013298239215535624, 'weight_decay': 0.0002605498966575235, 'beta_0': 0.853867840047596, 'beta_1': 0.9853791976982931, 'epsilon': 3.56544462867666e-08, 'balanced_loss': False, 'epochs': 133, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:51:07,739] Trial 226 finished with value: 0.8762306610407876 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4771269322518199, 'batch_size': 197, 'attention_heads': 8, 'hidden_dimension': 208, 'number_of_hidden_layers': 2, 'dropout_rate': 0.37484778906132643, 'global_pooling': 'max', 'learning_rate': 0.000558629251698376, 'weight_decay': 0.00027038291326488223, 'beta_0': 0.8584703847928858, 'beta_1': 0.9856984589297765, 'epsilon': 1.5902244841407177e-05, 'balanced_loss': False, 'epochs': 168, 'early_stopping_patience': 16, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 04:58:13,244] Trial 227 finished with value: 0.879746835443038 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.48910238999227296, 'batch_size': 142, 'attention_heads': 15, 'hidden_dimension': 101, 'number_of_hidden_layers': 1, 'dropout_rate': 0.38847162153905557, 'global_pooling': 'max', 'learning_rate': 0.0008258282446280387, 'weight_decay': 0.000170566924100929, 'beta_0': 0.8535101105596575, 'beta_1': 0.9826427384703226, 'epsilon': 2.033574536440209e-05, 'balanced_loss': False, 'epochs': 140, 'early_stopping_patience': 20, 'plateau_patience': 24, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:04:26,195] Trial 228 finished with value: 0.8825597749648383 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.46583745534650794, 'batch_size': 170, 'attention_heads': 6, 'hidden_dimension': 111, 'number_of_hidden_layers': 1, 'dropout_rate': 0.38097886838133327, 'global_pooling': 'max', 'learning_rate': 0.0021880565733962748, 'weight_decay': 0.0002118566917839922, 'beta_0': 0.8559200933077982, 'beta_1': 0.9861378616093286, 'epsilon': 6.29433293158293e-08, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 19, 'plateau_patience': 17, 'plateau_divider': 5}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:12:51,171] Trial 229 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5126922333381608, 'batch_size': 175, 'attention_heads': 16, 'hidden_dimension': 121, 'number_of_hidden_layers': 1, 'dropout_rate': 0.45771082496384435, 'global_pooling': 'sum', 'learning_rate': 0.0011999503707770538, 'weight_decay': 0.00012940861969531792, 'beta_0': 0.8920604614888702, 'beta_1': 0.985414000037507, 'epsilon': 7.545185564249707e-07, 'balanced_loss': False, 'epochs': 131, 'early_stopping_patience': 14, 'plateau_patience': 16, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:21:58,989] Trial 230 finished with value: 0.8727144866385372 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.47985582040750907, 'batch_size': 238, 'attention_heads': 10, 'hidden_dimension': 189, 'number_of_hidden_layers': 1, 'dropout_rate': 0.466740156845281, 'global_pooling': 'max', 'learning_rate': 0.0014432038620763763, 'weight_decay': 9.996011929198646e-05, 'beta_0': 0.885047230688016, 'beta_1': 0.9956235498229286, 'epsilon': 3.1667281574638e-08, 'balanced_loss': False, 'epochs': 196, 'early_stopping_patience': 24, 'plateau_patience': 11, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:28:03,705] Trial 231 finished with value: 0.8825597749648383 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8210372097900172, 'batch_size': 187, 'attention_heads': 4, 'hidden_dimension': 198, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4764080007372738, 'global_pooling': 'max', 'learning_rate': 0.0009772157304539417, 'weight_decay': 0.0001555926710089823, 'beta_0': 0.8804025769478108, 'beta_1': 0.9865751402542996, 'epsilon': 8.274708595743585e-06, 'balanced_loss': False, 'epochs': 128, 'early_stopping_patience': 21, 'plateau_patience': 23, 'plateau_divider': 8}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:34:34,548] Trial 232 finished with value: 0.8790436005625879 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.44479195063823435, 'batch_size': 203, 'attention_heads': 8, 'hidden_dimension': 95, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3921664024174946, 'global_pooling': 'max', 'learning_rate': 0.0011643849073139849, 'weight_decay': 0.0003289316013650036, 'beta_0': 0.8544417435927906, 'beta_1': 0.9842398586194446, 'epsilon': 4.028658730145725e-08, 'balanced_loss': False, 'epochs': 50, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:40:55,854] Trial 233 finished with value: 0.8846694796061885 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.42084393186532804, 'batch_size': 80, 'attention_heads': 8, 'hidden_dimension': 90, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3866926618333897, 'global_pooling': 'max', 'learning_rate': 0.0015343450260085724, 'weight_decay': 0.00024053024969710287, 'beta_0': 0.8489175613417165, 'beta_1': 0.9845717785499349, 'epsilon': 3.507936334028627e-08, 'balanced_loss': False, 'epochs': 135, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:47:03,406] Trial 234 finished with value: 0.8776371308016878 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4193687530269548, 'batch_size': 96, 'attention_heads': 7, 'hidden_dimension': 82, 'number_of_hidden_layers': 1, 'dropout_rate': 0.37684730039461606, 'global_pooling': 'max', 'learning_rate': 0.0016735515241092047, 'weight_decay': 0.0002179006770848609, 'beta_0': 0.8242923939297424, 'beta_1': 0.9852487637995908, 'epsilon': 2.4052910271971696e-08, 'balanced_loss': False, 'epochs': 139, 'early_stopping_patience': 20, 'plateau_patience': 22, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:53:22,858] Trial 235 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.40428401763265215, 'batch_size': 71, 'attention_heads': 8, 'hidden_dimension': 90, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3870171071414909, 'global_pooling': 'max', 'learning_rate': 0.0013401412162025617, 'weight_decay': 0.00026481568538450713, 'beta_0': 0.8524678583072697, 'beta_1': 0.9844901538726312, 'epsilon': 5.2962258161832696e-08, 'balanced_loss': False, 'epochs': 133, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 05:59:46,860] Trial 236 finished with value: 0.8755274261603375 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5107805368486339, 'batch_size': 79, 'attention_heads': 9, 'hidden_dimension': 105, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36887533297653885, 'global_pooling': 'max', 'learning_rate': 0.0047449342186387964, 'weight_decay': 7.466647809304159e-06, 'beta_0': 0.8185531726600351, 'beta_1': 0.9834172551315463, 'epsilon': 1.9260099480221316e-08, 'balanced_loss': False, 'epochs': 136, 'early_stopping_patience': 19, 'plateau_patience': 24, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 06:06:22,324] Trial 237 finished with value: 0.8755274261603375 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.42451923316486667, 'batch_size': 101, 'attention_heads': 8, 'hidden_dimension': 125, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3842898911431816, 'global_pooling': 'max', 'learning_rate': 0.0024878522785844242, 'weight_decay': 0.0001851488541793532, 'beta_0': 0.848539340351657, 'beta_1': 0.9928953425825822, 'epsilon': 3.210685586803973e-08, 'balanced_loss': False, 'epochs': 134, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 06:13:42,131] Trial 238 finished with value: 0.8769338959212377 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'max', 'threshold': 0.4984989245130514, 'batch_size': 117, 'attention_heads': 12, 'hidden_dimension': 100, 'number_of_hidden_layers': 2, 'dropout_rate': 0.31288016868100754, 'global_pooling': 'max', 'learning_rate': 0.0019632376505783287, 'weight_decay': 0.00022916400465066464, 'beta_0': 0.839764636175654, 'beta_1': 0.9899482796524388, 'epsilon': 2.483520793802759e-06, 'balanced_loss': False, 'epochs': 109, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 06:19:38,110] Trial 239 finished with value: 0.8790436005625879 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5604165590443589, 'batch_size': 63, 'attention_heads': 8, 'hidden_dimension': 117, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3057871791418289, 'global_pooling': 'mean', 'learning_rate': 0.0035380176208739916, 'weight_decay': 0.00011046724844054817, 'beta_0': 0.8609726337544589, 'beta_1': 0.9860870187264081, 'epsilon': 2.610813169760713e-05, 'balanced_loss': False, 'epochs': 145, 'early_stopping_patience': 11, 'plateau_patience': 23, 'plateau_divider': 9}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 06:28:01,711] Trial 240 finished with value: 0.8741209563994374 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.48721246080287556, 'batch_size': 129, 'attention_heads': 9, 'hidden_dimension': 251, 'number_of_hidden_layers': 1, 'dropout_rate': 0.37369301179281567, 'global_pooling': 'max', 'learning_rate': 0.0007334498769312683, 'weight_decay': 8.543627649609668e-05, 'beta_0': 0.8444847505848385, 'beta_1': 0.9871354373448944, 'epsilon': 1.6225514046202056e-06, 'balanced_loss': False, 'epochs': 123, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 2}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 06:34:48,892] Trial 241 finished with value: 0.8741209563994374 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5747560293362189, 'batch_size': 230, 'attention_heads': 9, 'hidden_dimension': 108, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4211600136028494, 'global_pooling': 'max', 'learning_rate': 0.001634811575949039, 'weight_decay': 3.875801895892967e-06, 'beta_0': 0.8516204455850686, 'beta_1': 0.9947302032542654, 'epsilon': 1.1671557196250716e-06, 'balanced_loss': False, 'epochs': 175, 'early_stopping_patience': 13, 'plateau_patience': 23, 'plateau_divider': 4}. Best is trial 1 with value: 0.8888888888888888.
[I 2025-01-10 06:41:10,242] Trial 242 finished with value: 0.879746835443038 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.4417013981612117, 'batch_size': 79, 'attention_heads': 8, 'hidden_dimension': 92, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3926985956926933, 'global_pooling': 'max', 'learning_rate': 0.0014997326291094758, 'weight_decay': 0.0003642748201417936, 'beta_0': 0.8467501552310763, 'beta_1': 0.9838329242173218, 'epsilon': 3.5839822681088147e-08, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 20, 'plateau_patience': 23, 'plateau_divider': 3}. Best is trial 1 with value: 0.8888888888888888.
