[I 2025-03-08 09:47:42,326] Using an existing study with name 'IMDb-top_1000-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-Random_Attentions-0.0-0.0' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-08 10:02:30,500] Trial 204 finished with value: 0.9090909090909091 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9627746528591149, 'batch_size': 17, 'attention_heads': 4, 'hidden_dimension': 117, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5771675205960727, 'global_pooling': 'mean', 'learning_rate': 0.0007075976117791731, 'weight_decay': 1.455372902170249e-06, 'beta_0': 0.8618855481570443, 'beta_1': 0.9835759787803888, 'epsilon': 3.1373393510833834e-07, 'balanced_loss': True, 'epochs': 184, 'early_stopping_patience': 18, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 12:45:54,656] Trial 304 finished with value: 0.896969696969697 and parameters: {'left_stride': 32, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9649875172639559, 'batch_size': 33, 'attention_heads': 5, 'hidden_dimension': 98, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5192052240652288, 'global_pooling': 'mean', 'learning_rate': 0.0006347116225885996, 'weight_decay': 1.6127457169680865e-06, 'beta_0': 0.8613547103697083, 'beta_1': 0.9836653826910431, 'epsilon': 6.9731421444771106e-06, 'balanced_loss': True, 'epochs': 186, 'early_stopping_patience': 19, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 13:04:00,801] Trial 305 finished with value: 0.9030303030303031 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9599782325148654, 'batch_size': 20, 'attention_heads': 4, 'hidden_dimension': 114, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5973771020252683, 'global_pooling': 'mean', 'learning_rate': 0.0014273654739394611, 'weight_decay': 1.1024589253303045e-06, 'beta_0': 0.8598999961036019, 'beta_1': 0.9818420267317784, 'epsilon': 3.8549820239210176e-07, 'balanced_loss': True, 'epochs': 179, 'early_stopping_patience': 16, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 13:20:01,612] Trial 306 finished with value: 0.896969696969697 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.970515014345382, 'batch_size': 21, 'attention_heads': 8, 'hidden_dimension': 123, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5785397190743572, 'global_pooling': 'mean', 'learning_rate': 0.0002316179417523577, 'weight_decay': 1.2624872467983437e-05, 'beta_0': 0.8660884454520954, 'beta_1': 0.9806453313142045, 'epsilon': 8.503660690080668e-06, 'balanced_loss': True, 'epochs': 182, 'early_stopping_patience': 18, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 13:34:36,288] Trial 307 finished with value: 0.896969696969697 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.974019304925703, 'batch_size': 17, 'attention_heads': 4, 'hidden_dimension': 109, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5905260472778646, 'global_pooling': 'mean', 'learning_rate': 0.00035314480931008353, 'weight_decay': 1.4282626479695818e-06, 'beta_0': 0.8622434679435138, 'beta_1': 0.983187433457132, 'epsilon': 5.671981854528799e-06, 'balanced_loss': True, 'epochs': 176, 'early_stopping_patience': 17, 'plateau_patience': 16, 'plateau_divider': 7}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 13:53:07,617] Trial 308 finished with value: 0.9090909090909091 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9662642720140089, 'batch_size': 19, 'attention_heads': 5, 'hidden_dimension': 104, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5822552509587825, 'global_pooling': 'mean', 'learning_rate': 0.0005348063950996765, 'weight_decay': 2.07086296165135e-06, 'beta_0': 0.8537625510254397, 'beta_1': 0.9826132712699498, 'epsilon': 2.8134491898131233e-06, 'balanced_loss': True, 'epochs': 171, 'early_stopping_patience': 18, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 14:08:20,269] Trial 309 finished with value: 0.9030303030303031 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9621890384945296, 'batch_size': 39, 'attention_heads': 4, 'hidden_dimension': 138, 'number_of_hidden_layers': 0, 'dropout_rate': 0.572677941337222, 'global_pooling': 'mean', 'learning_rate': 0.0007340161312812398, 'weight_decay': 1.2756529092958678e-06, 'beta_0': 0.8575036823489456, 'beta_1': 0.9820823875914254, 'epsilon': 1.492926356924989e-07, 'balanced_loss': True, 'epochs': 178, 'early_stopping_patience': 14, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
CUDA out of memory. Tried to allocate 1.95 GiB. GPU 0 has a total capacity of 44.56 GiB of which 522.69 MiB is free. Including non-PyTorch memory, this process has 44.04 GiB memory in use. Of the allocated memory 39.58 GiB is allocated by PyTorch, and 3.32 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2025-03-09 14:21:56,906] Trial 310 finished with value: -1.0 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9215363468661638, 'batch_size': 21, 'attention_heads': 4, 'hidden_dimension': 119, 'number_of_hidden_layers': 3, 'dropout_rate': 0.45554757592375467, 'global_pooling': 'mean', 'learning_rate': 0.00042973585259446366, 'weight_decay': 1.6932773508608516e-06, 'beta_0': 0.8648330932131203, 'beta_1': 0.980329331532325, 'epsilon': 4.265756485609393e-06, 'balanced_loss': True, 'epochs': 185, 'early_stopping_patience': 15, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 14:36:09,181] Trial 311 finished with value: 0.896969696969697 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9690176914960398, 'batch_size': 22, 'attention_heads': 4, 'hidden_dimension': 111, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5902295351565059, 'global_pooling': 'mean', 'learning_rate': 0.0005582658093577072, 'weight_decay': 1.5425003189629127e-06, 'beta_0': 0.868478331481797, 'beta_1': 0.9848957725903322, 'epsilon': 1.0727679742603718e-06, 'balanced_loss': True, 'epochs': 161, 'early_stopping_patience': 18, 'plateau_patience': 16, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 14:50:46,630] Trial 312 finished with value: 0.9090909090909091 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9640264273840078, 'batch_size': 16, 'attention_heads': 4, 'hidden_dimension': 129, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5968143375706575, 'global_pooling': 'mean', 'learning_rate': 0.0003861979621687527, 'weight_decay': 1.006899712474048e-06, 'beta_0': 0.8632449543613294, 'beta_1': 0.9960969552860023, 'epsilon': 2.684590553348274e-07, 'balanced_loss': True, 'epochs': 174, 'early_stopping_patience': 19, 'plateau_patience': 15, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 15:10:14,547] Trial 313 finished with value: 0.9030303030303031 and parameters: {'left_stride': 256, 'right_stride': 128, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9576069971937005, 'batch_size': 18, 'attention_heads': 4, 'hidden_dimension': 115, 'number_of_hidden_layers': 0, 'dropout_rate': 0.44738128736021815, 'global_pooling': 'mean', 'learning_rate': 0.0007052159495496099, 'weight_decay': 1.7722982594772022e-06, 'beta_0': 0.8601312568210662, 'beta_1': 0.9813033123940577, 'epsilon': 5.363117312796444e-07, 'balanced_loss': True, 'epochs': 181, 'early_stopping_patience': 12, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 15:25:09,899] Trial 314 finished with value: 0.9090909090909091 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9665669645849273, 'batch_size': 24, 'attention_heads': 5, 'hidden_dimension': 121, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5868343571458088, 'global_pooling': 'mean', 'learning_rate': 0.00046201823712757606, 'weight_decay': 1.29494593713719e-06, 'beta_0': 0.8585457898716542, 'beta_1': 0.9840869984872299, 'epsilon': 3.3283560916199787e-07, 'balanced_loss': True, 'epochs': 170, 'early_stopping_patience': 17, 'plateau_patience': 17, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 15:35:34,936] Trial 315 finished with value: 0.9151515151515152 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9617769530822281, 'batch_size': 20, 'attention_heads': 4, 'hidden_dimension': 100, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5782400557492954, 'global_pooling': 'mean', 'learning_rate': 0.0009661342432900032, 'weight_decay': 3.293554456732506e-05, 'beta_0': 0.8615762056565863, 'beta_1': 0.9810150363519546, 'epsilon': 4.87149761625566e-06, 'balanced_loss': True, 'epochs': 166, 'early_stopping_patience': 25, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 15:45:31,922] Trial 316 finished with value: 0.8909090909090909 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9602405549100355, 'batch_size': 19, 'attention_heads': 4, 'hidden_dimension': 94, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5768529525250696, 'global_pooling': 'mean', 'learning_rate': 0.0010940567340341901, 'weight_decay': 3.298687071090752e-05, 'beta_0': 0.8562916996344052, 'beta_1': 0.9809529984708013, 'epsilon': 3.4398609290895974e-06, 'balanced_loss': True, 'epochs': 170, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 15:57:26,602] Trial 317 finished with value: 0.8787878787878788 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9621369346363472, 'batch_size': 20, 'attention_heads': 4, 'hidden_dimension': 101, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5665014176535313, 'global_pooling': 'max', 'learning_rate': 0.0008423218352903553, 'weight_decay': 2.5631069324867897e-05, 'beta_0': 0.8616776091031291, 'beta_1': 0.9807850675523037, 'epsilon': 7.160858587951823e-07, 'balanced_loss': True, 'epochs': 166, 'early_stopping_patience': 16, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 16:08:56,241] Trial 318 finished with value: 0.9030303030303031 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9610511123426051, 'batch_size': 51, 'attention_heads': 4, 'hidden_dimension': 106, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5996527765464686, 'global_pooling': 'mean', 'learning_rate': 0.0002744210328969141, 'weight_decay': 3.6683010576122864e-05, 'beta_0': 0.8600791751551456, 'beta_1': 0.9816840609753951, 'epsilon': 4.4081384559722034e-07, 'balanced_loss': True, 'epochs': 164, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 16:20:52,717] Trial 319 finished with value: 0.9090909090909091 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.964027319935538, 'batch_size': 17, 'attention_heads': 4, 'hidden_dimension': 231, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5369263578310454, 'global_pooling': 'mean', 'learning_rate': 0.00032267947032721704, 'weight_decay': 2.2581977663583313e-05, 'beta_0': 0.8634497095830651, 'beta_1': 0.9810370298173999, 'epsilon': 4.678512265532696e-06, 'balanced_loss': True, 'epochs': 174, 'early_stopping_patience': 25, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 16:30:50,777] Trial 320 finished with value: 0.9090909090909091 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9720535189754124, 'batch_size': 18, 'attention_heads': 4, 'hidden_dimension': 125, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5807644578053383, 'global_pooling': 'mean', 'learning_rate': 0.0009941465477852798, 'weight_decay': 5.457924864484316e-05, 'beta_0': 0.8545689148394743, 'beta_1': 0.9813513695003192, 'epsilon': 2.2601087755465788e-07, 'balanced_loss': True, 'epochs': 177, 'early_stopping_patience': 25, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 16:45:02,978] Trial 321 finished with value: 0.896969696969697 and parameters: {'left_stride': 256, 'right_stride': 0, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.9755046696061778, 'batch_size': 20, 'attention_heads': 4, 'hidden_dimension': 133, 'number_of_hidden_layers': 4, 'dropout_rate': 0.5702849905025482, 'global_pooling': 'mean', 'learning_rate': 0.0012318372128322984, 'weight_decay': 3.0497037266758462e-05, 'beta_0': 0.8508762518618124, 'beta_1': 0.9829107668937808, 'epsilon': 6.08441397676813e-06, 'balanced_loss': True, 'epochs': 181, 'early_stopping_patience': 18, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 16:55:00,119] Trial 322 finished with value: 0.8909090909090909 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9681947925400526, 'batch_size': 56, 'attention_heads': 4, 'hidden_dimension': 116, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5857881202996233, 'global_pooling': 'mean', 'learning_rate': 0.0006378584982711754, 'weight_decay': 2.3077008003942175e-06, 'beta_0': 0.8657811793530503, 'beta_1': 0.9823109210932673, 'epsilon': 1.0656020655264261e-07, 'balanced_loss': True, 'epochs': 167, 'early_stopping_patience': 13, 'plateau_patience': 19, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 17:09:27,111] Trial 323 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9595500873981835, 'batch_size': 19, 'attention_heads': 4, 'hidden_dimension': 107, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5927380759507013, 'global_pooling': 'sum', 'learning_rate': 0.0019069028324609633, 'weight_decay': 1.9502470430766015e-06, 'beta_0': 0.8579981760453541, 'beta_1': 0.9804498765606832, 'epsilon': 3.666869437455293e-07, 'balanced_loss': True, 'epochs': 188, 'early_stopping_patience': 16, 'plateau_patience': 18, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 17:24:04,171] Trial 324 finished with value: 0.9030303030303031 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9656369997244483, 'batch_size': 17, 'attention_heads': 4, 'hidden_dimension': 111, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5768250627481044, 'global_pooling': 'mean', 'learning_rate': 0.0008695912239586092, 'weight_decay': 1.554035449707791e-06, 'beta_0': 0.8614306256857975, 'beta_1': 0.9802241701243952, 'epsilon': 4.2639044090194675e-06, 'balanced_loss': True, 'epochs': 172, 'early_stopping_patience': 18, 'plateau_patience': 17, 'plateau_divider': 7}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 17:38:53,025] Trial 325 finished with value: 0.8848484848484849 and parameters: {'left_stride': 0, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9625651645713359, 'batch_size': 20, 'attention_heads': 4, 'hidden_dimension': 119, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5826800860017335, 'global_pooling': 'mean', 'learning_rate': 0.00021308337233798342, 'weight_decay': 4.127250850711959e-05, 'beta_0': 0.8069183306134377, 'beta_1': 0.9835943297097419, 'epsilon': 5.370096983546097e-07, 'balanced_loss': True, 'epochs': 184, 'early_stopping_patience': 17, 'plateau_patience': 18, 'plateau_divider': 2}. Best is trial 151 with value: 0.9212121212121213.
[I 2025-03-09 17:56:42,360] Trial 326 finished with value: 0.9090909090909091 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9706211489587933, 'batch_size': 21, 'attention_heads': 4, 'hidden_dimension': 98, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5926741448444016, 'global_pooling': 'mean', 'learning_rate': 0.0005131061576511972, 'weight_decay': 1.161094688369605e-06, 'beta_0': 0.8700400978666089, 'beta_1': 0.9818076738387406, 'epsilon': 1.5829335219714562e-06, 'balanced_loss': True, 'epochs': 178, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 8}. Best is trial 151 with value: 0.9212121212121213.

[TRIAL] 213 [VALIDATION PERFORMANCE] 0.9212121212121213 [TRAINING LOSS] 0.07638364135184222 [VALIDATION LOSS] 0.28962866423858535 

number                                     213
value                                 0.921212
params_threshold                      0.963415
params_attention_heads                       4
params_balanced_loss                      True
params_embedding_pooling_operation         max
params_attention_pooling_operation        mean
params_batch_size                           19
params_dropout_rate                   0.599685
params_early_stopping_patience              18
params_epochs                              177
params_global_pooling                     mean
params_hidden_dimension                    130
params_learning_rate                  0.000459
params_number_of_hidden_layers               0
params_plateau_divider                       7
params_plateau_patience                     18
params_weight_decay                   0.000002
params_beta_0                         0.866246
params_beta_1                         0.983249
params_epsilon                        0.000001
user_attrs_epoch                          25.0
user_attrs_training_loss              0.076384
user_attrs_validation_loss            0.289629
params_left_stride                         256
params_right_stride                         64
Name: 213, dtype: object
37 Val: 0.9090909090909091 Test: 0.9044776119402985
38 Val: 0.9090909090909091 Test: 0.8925373134328358
39 Val: 0.9151515151515152 Test: 0.9134328358208955
40 Val: 0.9030303030303031 Test: 0.9134328358208955
41 Val: 0.896969696969697 Test: 0.9104477611940298
42 Val: 0.9212121212121213 Test: 0.9134328358208955
43 Val: 0.9151515151515152 Test: 0.9044776119402985
44 Val: 0.9090909090909091 Test: 0.9134328358208955
45 Val: 0.9090909090909091 Test: 0.8985074626865671
46 Val: 0.896969696969697 Test: 0.9074626865671642
Validation performance: 89.7 & 90.85 ± 0.78 & 92.12
Testing performance: 89.25 & 90.72 ± 0.72 & 91.34

[TRIAL] 209 [VALIDATION PERFORMANCE] 0.9212121212121213 [TRAINING LOSS] 0.05960359821027076 [VALIDATION LOSS] 0.30247800714439815 

number                                     209
value                                 0.921212
params_threshold                      0.963591
params_attention_heads                       4
params_balanced_loss                      True
params_embedding_pooling_operation         max
params_attention_pooling_operation        mean
params_batch_size                           19
params_dropout_rate                   0.587065
params_early_stopping_patience              18
params_epochs                              182
params_global_pooling                     mean
params_hidden_dimension                    130
params_learning_rate                  0.000581
params_number_of_hidden_layers               0
params_plateau_divider                       7
params_plateau_patience                     18
params_weight_decay                   0.000002
params_beta_0                         0.866002
params_beta_1                         0.983245
params_epsilon                        0.000006
user_attrs_epoch                          21.0
user_attrs_training_loss              0.059604
user_attrs_validation_loss            0.302478
params_left_stride                         256
params_right_stride                         64
Name: 209, dtype: object
37 Val: 0.9090909090909091 Test: 0.9044776119402985
38 Val: 0.9030303030303031 Test: 0.9104477611940298
39 Val: 0.896969696969697 Test: 0.9044776119402985
40 Val: 0.9030303030303031 Test: 0.9134328358208955
41 Val: 0.9030303030303031 Test: 0.8835820895522388
42 Val: 0.9212121212121213 Test: 0.9253731343283582
43 Val: 0.9090909090909091 Test: 0.8925373134328358
44 Val: 0.9090909090909091 Test: 0.9104477611940298
45 Val: 0.9090909090909091 Test: 0.8985074626865671
46 Val: 0.9030303030303031 Test: 0.9134328358208955
Validation performance: 89.7 & 90.67 ± 0.65 & 92.12
Testing performance: 88.36 & 90.57 ± 1.19 & 92.54

[TRIAL] 197 [VALIDATION PERFORMANCE] 0.9212121212121213 [TRAINING LOSS] 0.03448225669562817 [VALIDATION LOSS] 0.30978049606912667 

number                                     197
value                                 0.921212
params_threshold                      0.958319
params_attention_heads                       4
params_balanced_loss                      True
params_embedding_pooling_operation         max
params_attention_pooling_operation        mean
params_batch_size                           20
params_dropout_rate                   0.569223
params_early_stopping_patience              18
params_epochs                              179
params_global_pooling                     mean
params_hidden_dimension                    132
params_learning_rate                  0.000659
params_number_of_hidden_layers               0
params_plateau_divider                       8
params_plateau_patience                     17
params_weight_decay                   0.000002
params_beta_0                         0.861422
params_beta_1                         0.982609
params_epsilon                             0.0
user_attrs_epoch                          31.0
user_attrs_training_loss              0.034482
user_attrs_validation_loss             0.30978
params_left_stride                           0
params_right_stride                         64
Name: 197, dtype: object
37 Val: 0.9030303030303031 Test: 0.9343283582089552
38 Val: 0.9030303030303031 Test: 0.9194029850746268
39 Val: 0.9030303030303031 Test: 0.9432835820895522
40 Val: 0.896969696969697 Test: 0.9283582089552239
41 Val: 0.9151515151515152 Test: 0.9164179104477612
42 Val: 0.9212121212121213 Test: 0.9074626865671642
43 Val: 0.896969696969697 Test: 0.9343283582089552
44 Val: 0.896969696969697 Test: 0.9343283582089552
45 Val: 0.896969696969697 Test: 0.9044776119402985
46 Val: 0.896969696969697 Test: 0.8985074626865671
Validation performance: 89.7 & 90.3 ± 0.86 & 92.12
Testing performance: 89.85 & 92.21 ± 1.51 & 94.33

[TRIAL] 151 [VALIDATION PERFORMANCE] 0.9212121212121213 [TRAINING LOSS] 0.02303218947723508 [VALIDATION LOSS] 0.3450058491693603 

number                                     151
value                                 0.921212
params_threshold                      0.970597
params_attention_heads                       4
params_balanced_loss                      True
params_embedding_pooling_operation         max
params_attention_pooling_operation        mean
params_batch_size                           20
params_dropout_rate                   0.433087
params_early_stopping_patience              18
params_epochs                              181
params_global_pooling                     mean
params_hidden_dimension                    112
params_learning_rate                  0.000489
params_number_of_hidden_layers               0
params_plateau_divider                       8
params_plateau_patience                     19
params_weight_decay                   0.000002
params_beta_0                         0.838988
params_beta_1                         0.980387
params_epsilon                        0.000004
user_attrs_epoch                          32.0
user_attrs_training_loss              0.023032
user_attrs_validation_loss            0.345006
params_left_stride                          32
params_right_stride                         64
Name: 151, dtype: object
37 Val: 0.9030303030303031 Test: 0.9134328358208955
38 Val: 0.9212121212121213 Test: 0.9164179104477612
39 Val: 0.9090909090909091 Test: 0.9164179104477612
40 Val: 0.9090909090909091 Test: 0.9194029850746268
41 Val: 0.9030303030303031 Test: 0.8985074626865671
42 Val: 0.9212121212121213 Test: 0.9223880597014925
43 Val: 0.9030303030303031 Test: 0.9134328358208955
44 Val: 0.8909090909090909 Test: 0.9074626865671642
45 Val: 0.9030303030303031 Test: 0.9104477611940298
46 Val: 0.9151515151515152 Test: 0.9134328358208955
Validation performance: 89.09 & 90.79 ± 0.94 & 92.12
Testing performance: 89.85 & 91.31 ± 0.67 & 92.24

[TRIAL] 286 [VALIDATION PERFORMANCE] 0.9151515151515152 [TRAINING LOSS] 0.03816839996725321 [VALIDATION LOSS] 0.22264727903530002 

number                                     286
value                                 0.915152
params_threshold                      0.970898
params_attention_heads                       4
params_balanced_loss                      True
params_embedding_pooling_operation         max
params_attention_pooling_operation        mean
params_batch_size                           51
params_dropout_rate                   0.451116
params_early_stopping_patience              18
params_epochs                              178
params_global_pooling                     mean
params_hidden_dimension                    129
params_learning_rate                  0.000464
params_number_of_hidden_layers               0
params_plateau_divider                       8
params_plateau_patience                     19
params_weight_decay                   0.000001
params_beta_0                         0.869806
params_beta_1                         0.983826
params_epsilon                        0.000001
user_attrs_epoch                          40.0
user_attrs_training_loss              0.038168
user_attrs_validation_loss            0.222647
params_left_stride                          32
params_right_stride                         64
Name: 286, dtype: object
37 Val: 0.9090909090909091 Test: 0.9044776119402985
38 Val: 0.896969696969697 Test: 0.9134328358208955
39 Val: 0.9090909090909091 Test: 0.9074626865671642
40 Val: 0.8909090909090909 Test: 0.9074626865671642
41 Val: 0.9151515151515152 Test: 0.9164179104477612
42 Val: 0.9151515151515152 Test: 0.9164179104477612
43 Val: 0.9030303030303031 Test: 0.9134328358208955
44 Val: 0.896969696969697 Test: 0.9044776119402985
45 Val: 0.896969696969697 Test: 0.9104477611940298
46 Val: 0.9030303030303031 Test: 0.9074626865671642
Validation performance: 89.09 & 90.36 ± 0.83 & 91.52
Testing performance: 90.45 & 91.01 ± 0.45 & 91.64

[IMDb-top_1000] Elapsed time: 2685.947146995862 minutes.
