[I 2025-03-21 17:39:59,429] Using an existing study with name 'IMDb-top_1000-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-Single_Unitary_Weight-0.0-0.0' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2025-03-21 17:48:57,100] Trial 154 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 256, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9615102410590999, 'batch_size': 47, 'attention_heads': 8, 'hidden_dimension': 200, 'number_of_hidden_layers': 1, 'dropout_rate': 0.42053304346592757, 'global_pooling': 'mean', 'learning_rate': 0.0001754710223469705, 'weight_decay': 0.000130809953210394, 'beta_0': 0.8812385622066583, 'beta_1': 0.9942906743924929, 'epsilon': 4.162679508979182e-07, 'balanced_loss': True, 'epochs': 106, 'early_stopping_patience': 23, 'plateau_patience': 20, 'plateau_divider': 8}. Best is trial 73 with value: 0.9151515151515152.
[I 2025-03-22 07:25:31,943] Trial 260 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9673786721544502, 'batch_size': 52, 'attention_heads': 9, 'hidden_dimension': 132, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5580630266905131, 'global_pooling': 'mean', 'learning_rate': 0.00032116568515830373, 'weight_decay': 0.0001300542321012502, 'beta_0': 0.8722936950832246, 'beta_1': 0.9876168243195, 'epsilon': 4.92857845763642e-06, 'balanced_loss': True, 'epochs': 188, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 4}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 07:31:38,329] Trial 261 finished with value: 0.9030303030303031 and parameters: {'left_stride': 64, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9709076714386291, 'batch_size': 53, 'attention_heads': 9, 'hidden_dimension': 133, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5513126517988324, 'global_pooling': 'mean', 'learning_rate': 0.0004944512487163929, 'weight_decay': 0.00015823115955645195, 'beta_0': 0.8737333452316344, 'beta_1': 0.9890132284255316, 'epsilon': 4.3109861425303085e-06, 'balanced_loss': True, 'epochs': 190, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 07:38:03,514] Trial 262 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9633657214697046, 'batch_size': 51, 'attention_heads': 9, 'hidden_dimension': 124, 'number_of_hidden_layers': 1, 'dropout_rate': 0.560661144659424, 'global_pooling': 'mean', 'learning_rate': 0.0003993681140367409, 'weight_decay': 0.00012290053356051557, 'beta_0': 0.8748594538171771, 'beta_1': 0.9885435704089467, 'epsilon': 3.710783693757777e-06, 'balanced_loss': True, 'epochs': 184, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 07:44:30,575] Trial 263 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9664120465920554, 'batch_size': 52, 'attention_heads': 9, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5497653124015525, 'global_pooling': 'mean', 'learning_rate': 0.0004948262806458473, 'weight_decay': 0.00019525551647666292, 'beta_0': 0.8717088260954106, 'beta_1': 0.9894025528873691, 'epsilon': 6.217292889576015e-06, 'balanced_loss': True, 'epochs': 187, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 07:50:43,692] Trial 264 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 0, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9669942803697986, 'batch_size': 52, 'attention_heads': 9, 'hidden_dimension': 130, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5495499102289736, 'global_pooling': 'mean', 'learning_rate': 0.00048502501153489385, 'weight_decay': 0.00022647522980380702, 'beta_0': 0.8739382484387228, 'beta_1': 0.9894272019062088, 'epsilon': 8.645128264350956e-06, 'balanced_loss': True, 'epochs': 188, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 07:57:09,120] Trial 265 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9678835825834001, 'batch_size': 52, 'attention_heads': 9, 'hidden_dimension': 137, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5544546015730225, 'global_pooling': 'mean', 'learning_rate': 0.0005555849680020469, 'weight_decay': 0.00020309809261492829, 'beta_0': 0.8687536629788178, 'beta_1': 0.9902225874182311, 'epsilon': 6.694920108390599e-06, 'balanced_loss': True, 'epochs': 186, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:03:40,001] Trial 266 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9701910448076295, 'batch_size': 53, 'attention_heads': 9, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5664898587917705, 'global_pooling': 'mean', 'learning_rate': 0.000411037356361582, 'weight_decay': 0.00019555979905729902, 'beta_0': 0.8705373991282089, 'beta_1': 0.9898240215638571, 'epsilon': 5.1975290512490694e-06, 'balanced_loss': True, 'epochs': 190, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:09:40,185] Trial 267 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9746951246480233, 'batch_size': 53, 'attention_heads': 9, 'hidden_dimension': 116, 'number_of_hidden_layers': 1, 'dropout_rate': 0.568721688278876, 'global_pooling': 'mean', 'learning_rate': 0.00042372924015889984, 'weight_decay': 0.0001908639449579177, 'beta_0': 0.870442973783022, 'beta_1': 0.9899339226624158, 'epsilon': 5.058365279182018e-06, 'balanced_loss': True, 'epochs': 189, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:16:15,424] Trial 268 finished with value: 0.896969696969697 and parameters: {'left_stride': 128, 'right_stride': 128, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9705937229296414, 'batch_size': 53, 'attention_heads': 9, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5784002306533784, 'global_pooling': 'mean', 'learning_rate': 0.0004858382134635508, 'weight_decay': 0.0002250036014050761, 'beta_0': 0.8665102242302638, 'beta_1': 0.9895946288301352, 'epsilon': 6.0339127553493915e-06, 'balanced_loss': True, 'epochs': 62, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:22:32,645] Trial 269 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9702624940163631, 'batch_size': 54, 'attention_heads': 9, 'hidden_dimension': 132, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5642486110597734, 'global_pooling': 'mean', 'learning_rate': 0.0006795141031516555, 'weight_decay': 0.00017663933887565546, 'beta_0': 0.8717565480495153, 'beta_1': 0.9890684352593069, 'epsilon': 4.91263526415595e-06, 'balanced_loss': True, 'epochs': 180, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:28:53,011] Trial 270 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9772587409436514, 'batch_size': 54, 'attention_heads': 9, 'hidden_dimension': 139, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5635217563915917, 'global_pooling': 'mean', 'learning_rate': 0.0003678405052567644, 'weight_decay': 0.0001957929418789487, 'beta_0': 0.8728582823310619, 'beta_1': 0.9894220264588843, 'epsilon': 5.998370413818067e-06, 'balanced_loss': True, 'epochs': 160, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:36:30,245] Trial 271 finished with value: 0.8727272727272727 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.9755046696061778, 'batch_size': 52, 'attention_heads': 9, 'hidden_dimension': 137, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5479438099054459, 'global_pooling': 'max', 'learning_rate': 0.000388212795283066, 'weight_decay': 0.00020553247792778122, 'beta_0': 0.8710156673036427, 'beta_1': 0.9900761063620951, 'epsilon': 4.833269780458037e-06, 'balanced_loss': True, 'epochs': 185, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:42:42,072] Trial 272 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9783923593752205, 'batch_size': 53, 'attention_heads': 10, 'hidden_dimension': 141, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5678107031909749, 'global_pooling': 'mean', 'learning_rate': 0.000557187533917833, 'weight_decay': 0.0001668117867076277, 'beta_0': 0.868471101813612, 'beta_1': 0.9894912009572265, 'epsilon': 1.0669466628905172e-05, 'balanced_loss': True, 'epochs': 158, 'early_stopping_patience': 21, 'plateau_patience': 11, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:48:54,859] Trial 273 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.972916096313015, 'batch_size': 54, 'attention_heads': 9, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5702681535377401, 'global_pooling': 'mean', 'learning_rate': 0.00037070489128685966, 'weight_decay': 0.0002315108785863946, 'beta_0': 0.872060993764627, 'beta_1': 0.9904454141335258, 'epsilon': 7.5926763475964866e-06, 'balanced_loss': True, 'epochs': 190, 'early_stopping_patience': 21, 'plateau_patience': 10, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 08:55:14,470] Trial 274 finished with value: 0.9030303030303031 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9717430634535499, 'batch_size': 54, 'attention_heads': 9, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.570283856436503, 'global_pooling': 'mean', 'learning_rate': 0.0003521055658398908, 'weight_decay': 0.0002056448738558302, 'beta_0': 0.8624983946194671, 'beta_1': 0.9905165176354025, 'epsilon': 8.10827781691186e-06, 'balanced_loss': True, 'epochs': 189, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 09:01:13,333] Trial 275 finished with value: 0.8848484848484849 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9742915852380718, 'batch_size': 54, 'attention_heads': 9, 'hidden_dimension': 123, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5626271849805402, 'global_pooling': 'mean', 'learning_rate': 0.00046009970846368767, 'weight_decay': 0.00018241887353310696, 'beta_0': 0.873013367418238, 'beta_1': 0.9902964608231365, 'epsilon': 6.226330240302557e-06, 'balanced_loss': True, 'epochs': 191, 'early_stopping_patience': 21, 'plateau_patience': 11, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 09:07:28,679] Trial 276 finished with value: 0.9030303030303031 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.972317975890185, 'batch_size': 56, 'attention_heads': 9, 'hidden_dimension': 138, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5579770647907032, 'global_pooling': 'mean', 'learning_rate': 0.0005335816329431089, 'weight_decay': 0.0002570396138822239, 'beta_0': 0.8672395664729029, 'beta_1': 0.9897995011326375, 'epsilon': 7.458721238374277e-06, 'balanced_loss': True, 'epochs': 183, 'early_stopping_patience': 21, 'plateau_patience': 12, 'plateau_divider': 7}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 09:13:47,788] Trial 277 finished with value: 0.9151515151515152 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.973879607512433, 'batch_size': 54, 'attention_heads': 10, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5651449784774342, 'global_pooling': 'mean', 'learning_rate': 0.0003979598394387417, 'weight_decay': 5.769620000453759e-05, 'beta_0': 0.8715948850884311, 'beta_1': 0.9892895153022065, 'epsilon': 5.6184657513318485e-06, 'balanced_loss': True, 'epochs': 193, 'early_stopping_patience': 21, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 09:20:30,809] Trial 278 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9761631336885748, 'batch_size': 54, 'attention_heads': 10, 'hidden_dimension': 135, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5794596494471231, 'global_pooling': 'mean', 'learning_rate': 0.00038535592691365096, 'weight_decay': 5.765692218265086e-05, 'beta_0': 0.8708966883528291, 'beta_1': 0.989478616822855, 'epsilon': 5.889183222377399e-06, 'balanced_loss': True, 'epochs': 154, 'early_stopping_patience': 21, 'plateau_patience': 10, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 09:26:37,271] Trial 279 finished with value: 0.9090909090909091 and parameters: {'left_stride': 128, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9728886931960326, 'batch_size': 53, 'attention_heads': 10, 'hidden_dimension': 127, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5650441801117698, 'global_pooling': 'mean', 'learning_rate': 0.0006760487595444175, 'weight_decay': 4.999369191418818e-05, 'beta_0': 0.8694147346872567, 'beta_1': 0.9892415419057027, 'epsilon': 8.451822821597762e-06, 'balanced_loss': True, 'epochs': 193, 'early_stopping_patience': 17, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
[I 2025-03-22 09:33:45,436] Trial 280 finished with value: 0.8424242424242424 and parameters: {'left_stride': 256, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9771052822830134, 'batch_size': 55, 'attention_heads': 11, 'hidden_dimension': 145, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5603299153546089, 'global_pooling': 'sum', 'learning_rate': 0.0004499175335701234, 'weight_decay': 7.206981533403448e-05, 'beta_0': 0.8721970956293502, 'beta_1': 0.9898872236312657, 'epsilon': 6.647658546404153e-06, 'balanced_loss': True, 'epochs': 149, 'early_stopping_patience': 18, 'plateau_patience': 13, 'plateau_divider': 6}. Best is trial 203 with value: 0.9212121212121213.
slurmstepd: error: *** JOB 15372868 ON gpu008 CANCELLED AT 2025-03-22T09:40:07 DUE TO TIME LIMIT ***
