[I 2025-02-28 10:40:08,950] Using an existing study with name 'IMDb-top_1000-GATv2-google-bert-bert-base-uncased-Surrogate-No_Aggregation-No_Ablation-1.0-0.25' instead of creating a new one.
Token indices sequence length is longer than the specified maximum sequence length for this model (1147 > 512). Running this sequence through the model will result in indexing errors
[I 2025-02-28 10:53:08,579] Trial 189 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 64, 'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.9739853761948901, 'batch_size': 17, 'attention_heads': 8, 'hidden_dimension': 114, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5171155144285239, 'global_pooling': 'sum', 'learning_rate': 0.003456778968892944, 'weight_decay': 2.5941819060819465e-06, 'beta_0': 0.8149757859942945, 'beta_1': 0.980208890739195, 'epsilon': 6.498168850873444e-06, 'balanced_loss': True, 'epochs': 90, 'early_stopping_patience': 18, 'plateau_patience': 15, 'plateau_divider': 7}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 14:10:14,515] Trial 291 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.991702388558624, 'batch_size': 22, 'attention_heads': 7, 'hidden_dimension': 149, 'number_of_hidden_layers': 2, 'dropout_rate': 0.481269684617127, 'global_pooling': 'sum', 'learning_rate': 0.0010153062814151138, 'weight_decay': 8.880297263131476e-05, 'beta_0': 0.8492650579119647, 'beta_1': 0.9826021812896781, 'epsilon': 5.286553142889931e-06, 'balanced_loss': True, 'epochs': 128, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 14:27:16,731] Trial 292 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.990548445256272, 'batch_size': 22, 'attention_heads': 7, 'hidden_dimension': 153, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4784218558400702, 'global_pooling': 'sum', 'learning_rate': 0.0009665250173163945, 'weight_decay': 0.00010481556391564352, 'beta_0': 0.8472009258025319, 'beta_1': 0.9825640967995857, 'epsilon': 4.627643387395895e-06, 'balanced_loss': True, 'epochs': 128, 'early_stopping_patience': 23, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 14:42:45,004] Trial 293 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.991712232565572, 'batch_size': 21, 'attention_heads': 6, 'hidden_dimension': 147, 'number_of_hidden_layers': 2, 'dropout_rate': 0.481339564800536, 'global_pooling': 'sum', 'learning_rate': 0.0011011382912996684, 'weight_decay': 0.00010179729606702879, 'beta_0': 0.8490925796253125, 'beta_1': 0.9825317089014765, 'epsilon': 5.509664891688241e-06, 'balanced_loss': True, 'epochs': 120, 'early_stopping_patience': 24, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 14:58:01,010] Trial 294 finished with value: 0.8666666666666667 and parameters: {'left_stride': 0, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9920137027848325, 'batch_size': 21, 'attention_heads': 6, 'hidden_dimension': 143, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4834890315587148, 'global_pooling': 'sum', 'learning_rate': 0.0010739019333836526, 'weight_decay': 9.123287918183226e-05, 'beta_0': 0.8432525563564391, 'beta_1': 0.9823609890399464, 'epsilon': 5.555489079614728e-06, 'balanced_loss': True, 'epochs': 115, 'early_stopping_patience': 25, 'plateau_patience': 21, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 15:13:55,585] Trial 295 finished with value: 0.8666666666666667 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9891275886495657, 'batch_size': 22, 'attention_heads': 6, 'hidden_dimension': 148, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48801476819099293, 'global_pooling': 'sum', 'learning_rate': 0.000743708576734747, 'weight_decay': 7.503911554765894e-05, 'beta_0': 0.8502104094667942, 'beta_1': 0.9826061595184125, 'epsilon': 4.313276654425406e-06, 'balanced_loss': True, 'epochs': 123, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 15:29:41,211] Trial 296 finished with value: 0.8909090909090909 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9924228215744605, 'batch_size': 22, 'attention_heads': 6, 'hidden_dimension': 157, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47724123629911186, 'global_pooling': 'sum', 'learning_rate': 0.0010802390163820745, 'weight_decay': 9.179331015295496e-05, 'beta_0': 0.8471814198150217, 'beta_1': 0.9822264407347968, 'epsilon': 5.15830810081617e-06, 'balanced_loss': True, 'epochs': 120, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 15:45:48,578] Trial 297 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9918879383583548, 'batch_size': 21, 'attention_heads': 6, 'hidden_dimension': 154, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4737499118781393, 'global_pooling': 'sum', 'learning_rate': 0.0011232818415095962, 'weight_decay': 8.452015419025821e-05, 'beta_0': 0.8472325188205969, 'beta_1': 0.9819730256706469, 'epsilon': 4.927419887052186e-06, 'balanced_loss': True, 'epochs': 118, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 16:02:16,311] Trial 298 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9905464461224942, 'batch_size': 22, 'attention_heads': 6, 'hidden_dimension': 160, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47942346521072565, 'global_pooling': 'mean', 'learning_rate': 0.0009039329027963617, 'weight_decay': 0.00011022897523144421, 'beta_0': 0.8488939944209624, 'beta_1': 0.9821810566126107, 'epsilon': 5.5154106581510845e-06, 'balanced_loss': True, 'epochs': 120, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 16:19:50,006] Trial 299 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9931596841080653, 'batch_size': 20, 'attention_heads': 6, 'hidden_dimension': 150, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48632479887957203, 'global_pooling': 'sum', 'learning_rate': 0.0007546414927458072, 'weight_decay': 0.00010195326962002665, 'beta_0': 0.8492951636768818, 'beta_1': 0.9827294673724604, 'epsilon': 4.439129112283119e-06, 'balanced_loss': True, 'epochs': 126, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 16:36:52,460] Trial 300 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.993880041976245, 'batch_size': 21, 'attention_heads': 6, 'hidden_dimension': 149, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47582817730346255, 'global_pooling': 'sum', 'learning_rate': 0.0006948671471832933, 'weight_decay': 8.551769349736298e-05, 'beta_0': 0.8487902607669516, 'beta_1': 0.9828501914741434, 'epsilon': 4.547885675598315e-06, 'balanced_loss': True, 'epochs': 125, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 16:52:58,437] Trial 301 finished with value: 0.8363636363636363 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9945443578108863, 'batch_size': 21, 'attention_heads': 6, 'hidden_dimension': 151, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4737646490495466, 'global_pooling': 'max', 'learning_rate': 0.0006387885177241266, 'weight_decay': 9.869975714884484e-05, 'beta_0': 0.8476496324158383, 'beta_1': 0.9828982319176589, 'epsilon': 4.380538988468679e-06, 'balanced_loss': True, 'epochs': 126, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 17:09:00,095] Trial 302 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9931897419358114, 'batch_size': 23, 'attention_heads': 6, 'hidden_dimension': 146, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47771418888151057, 'global_pooling': 'sum', 'learning_rate': 0.0007254599087591403, 'weight_decay': 8.284452533236589e-05, 'beta_0': 0.8496052936405741, 'beta_1': 0.9826339002232879, 'epsilon': 5.668357470480048e-06, 'balanced_loss': True, 'epochs': 131, 'early_stopping_patience': 24, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 17:23:25,787] Trial 303 finished with value: 0.7454545454545455 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9955655205977781, 'batch_size': 22, 'attention_heads': 6, 'hidden_dimension': 156, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4842000631883064, 'global_pooling': 'sum', 'learning_rate': 0.0007287924397601893, 'weight_decay': 0.00011822027517297252, 'beta_0': 0.8452823708066681, 'beta_1': 0.9831471537047253, 'epsilon': 3.657748650825085e-06, 'balanced_loss': True, 'epochs': 127, 'early_stopping_patience': 25, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 17:40:51,692] Trial 304 finished with value: 0.8787878787878788 and parameters: {'left_stride': 128, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9929014598520811, 'batch_size': 23, 'attention_heads': 6, 'hidden_dimension': 154, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47042164792948504, 'global_pooling': 'sum', 'learning_rate': 0.000830025754571016, 'weight_decay': 0.00010980691060342025, 'beta_0': 0.8486918123215, 'beta_1': 0.9825589064723825, 'epsilon': 4.304668886025919e-06, 'balanced_loss': False, 'epochs': 124, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 17:56:54,233] Trial 305 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.9897705969586845, 'batch_size': 20, 'attention_heads': 6, 'hidden_dimension': 149, 'number_of_hidden_layers': 2, 'dropout_rate': 0.48471426196206935, 'global_pooling': 'sum', 'learning_rate': 0.0010155364258080542, 'weight_decay': 9.45358176598011e-05, 'beta_0': 0.8534577824631813, 'beta_1': 0.9822962551495376, 'epsilon': 6.301303940355859e-06, 'balanced_loss': True, 'epochs': 129, 'early_stopping_patience': 25, 'plateau_patience': 20, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 18:08:22,192] Trial 306 finished with value: 0.8848484848484849 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9917663845170199, 'batch_size': 21, 'attention_heads': 6, 'hidden_dimension': 161, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4791942534793828, 'global_pooling': 'sum', 'learning_rate': 0.0009044208012168619, 'weight_decay': 8.276994349769216e-05, 'beta_0': 0.8501917206427251, 'beta_1': 0.9834123231941515, 'epsilon': 4.914575752283982e-06, 'balanced_loss': True, 'epochs': 131, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 18:20:04,518] Trial 307 finished with value: 0.8606060606060606 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9949196786444026, 'batch_size': 21, 'attention_heads': 6, 'hidden_dimension': 163, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4776842784334219, 'global_pooling': 'sum', 'learning_rate': 0.0005926597528924862, 'weight_decay': 8.120763210178085e-05, 'beta_0': 0.8507878840858177, 'beta_1': 0.9835080876162028, 'epsilon': 5.644635567107613e-06, 'balanced_loss': True, 'epochs': 123, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 18:32:43,157] Trial 308 finished with value: 0.8787878787878788 and parameters: {'left_stride': 64, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9921298173782319, 'batch_size': 22, 'attention_heads': 6, 'hidden_dimension': 161, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47003529293061463, 'global_pooling': 'sum', 'learning_rate': 0.0009268600044997077, 'weight_decay': 6.956655244369733e-05, 'beta_0': 0.8457351324659802, 'beta_1': 0.9829292575903575, 'epsilon': 4.387960357037887e-06, 'balanced_loss': True, 'epochs': 120, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 18:45:15,446] Trial 309 finished with value: 0.8787878787878788 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.9938905909221404, 'batch_size': 20, 'attention_heads': 6, 'hidden_dimension': 158, 'number_of_hidden_layers': 2, 'dropout_rate': 0.4889093224333442, 'global_pooling': 'sum', 'learning_rate': 0.0007695925047435919, 'weight_decay': 9.32240877670391e-05, 'beta_0': 0.8501682712534284, 'beta_1': 0.9832810937660196, 'epsilon': 6.615865025383769e-06, 'balanced_loss': True, 'epochs': 133, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 32 with value: 0.896969696969697.
[I 2025-03-01 19:01:26,819] Trial 310 finished with value: 0.9090909090909091 and parameters: {'left_stride': 32, 'right_stride': 32, 'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'max', 'threshold': 0.990776944889919, 'batch_size': 21, 'attention_heads': 6, 'hidden_dimension': 169, 'number_of_hidden_layers': 2, 'dropout_rate': 0.47920932827961155, 'global_pooling': 'sum', 'learning_rate': 0.00102854445840827, 'weight_decay': 0.00011902607785052646, 'beta_0': 0.8530427974122186, 'beta_1': 0.9827675705903676, 'epsilon': 5.317812283468336e-06, 'balanced_loss': True, 'epochs': 130, 'early_stopping_patience': 24, 'plateau_patience': 19, 'plateau_divider': 9}. Best is trial 310 with value: 0.9090909090909091.

[TRIAL] 310 [VALIDATION PERFORMANCE] 0.9090909090909091 [TRAINING LOSS] 0.06347339433432353 [VALIDATION LOSS] 0.6851038471795619 

number                                     310
value                                 0.909091
params_threshold                      0.990777
params_attention_heads                       6
params_balanced_loss                      True
params_embedding_pooling_operation         max
params_attention_pooling_operation        mean
params_batch_size                           21
params_dropout_rate                   0.479209
params_early_stopping_patience              24
params_epochs                              130
params_global_pooling                      sum
params_hidden_dimension                    169
params_learning_rate                  0.001029
params_number_of_hidden_layers               2
params_plateau_divider                       9
params_plateau_patience                     19
params_weight_decay                   0.000119
params_beta_0                         0.853043
params_beta_1                         0.982768
params_epsilon                        0.000005
user_attrs_epoch                          29.0
user_attrs_training_loss              0.063473
user_attrs_validation_loss            0.685104
params_left_stride                          32
params_right_stride                         32
Name: 310, dtype: object
37 Val: 0.8606060606060606 Test: 0.8686567164179104
38 Val: 0.8666666666666667 Test: 0.8895522388059701
39 Val: 0.8848484848484849 Test: 0.8925373134328358
40 Val: 0.8787878787878788 Test: 0.9044776119402985
41 Val: 0.8848484848484849 Test: 0.9014925373134328
42 Val: 0.8909090909090909 Test: 0.9014925373134328
43 Val: 0.8787878787878788 Test: 0.8985074626865671
44 Val: 0.8787878787878788 Test: 0.9014925373134328
45 Val: 0.8848484848484849 Test: 0.8955223880597015
46 Val: 0.8545454545454545 Test: 0.9014925373134328
Validation performance: 85.45 & 87.64 ± 1.18 & 89.09
Testing performance: 86.87 & 89.55 ± 1.05 & 90.45

[TRIAL] 32 [VALIDATION PERFORMANCE] 0.896969696969697 [TRAINING LOSS] 0.05861805642489344 [VALIDATION LOSS] 0.3621692103999002 

number                                      32
value                                  0.89697
params_threshold                      0.994871
params_attention_heads                       6
params_balanced_loss                      True
params_embedding_pooling_operation        mean
params_attention_pooling_operation        mean
params_batch_size                           25
params_dropout_rate                   0.497544
params_early_stopping_patience              11
params_epochs                               96
params_global_pooling                      sum
params_hidden_dimension                    157
params_learning_rate                  0.000338
params_number_of_hidden_layers               2
params_plateau_divider                      10
params_plateau_patience                     12
params_weight_decay                   0.000002
params_beta_0                         0.814779
params_beta_1                         0.981098
params_epsilon                         0.00008
user_attrs_epoch                          42.0
user_attrs_training_loss              0.058618
user_attrs_validation_loss            0.362169
params_left_stride                          32
params_right_stride                        128
Name: 32, dtype: object
37 Val: 0.8424242424242424 Test: 0.8567164179104477
38 Val: 0.8484848484848485 Test: 0.8925373134328358
39 Val: 0.8424242424242424 Test: 0.826865671641791
40 Val: 0.8787878787878788 Test: 0.8865671641791045
41 Val: 0.8727272727272727 Test: 0.8955223880597015
42 Val: 0.8787878787878788 Test: 0.8895522388059701
43 Val: 0.8606060606060606 Test: 0.8537313432835821
44 Val: 0.8424242424242424 Test: 0.8567164179104477
45 Val: 0.8545454545454545 Test: 0.8776119402985074
46 Val: 0.8545454545454545 Test: 0.8925373134328358
Validation performance: 84.24 & 85.76 ± 1.46 & 87.88
Testing performance: 82.69 & 87.28 ± 2.3 & 89.55

[TRIAL] 136 [VALIDATION PERFORMANCE] 0.8909090909090909 [TRAINING LOSS] 0.15897766818050985 [VALIDATION LOSS] 0.31973004506693947 

number                                     136
value                                 0.890909
params_threshold                      0.995118
params_attention_heads                       7
params_balanced_loss                      True
params_embedding_pooling_operation        mean
params_attention_pooling_operation        mean
params_batch_size                           19
params_dropout_rate                   0.599926
params_early_stopping_patience              11
params_epochs                              172
params_global_pooling                      max
params_hidden_dimension                    153
params_learning_rate                  0.000257
params_number_of_hidden_layers               1
params_plateau_divider                       4
params_plateau_patience                     16
params_weight_decay                   0.000002
params_beta_0                         0.811032
params_beta_1                         0.982482
params_epsilon                        0.000001
user_attrs_epoch                          40.0
user_attrs_training_loss              0.158978
user_attrs_validation_loss             0.31973
params_left_stride                          32
params_right_stride                         64
Name: 136, dtype: object
37 Val: 0.8545454545454545 Test: 0.8776119402985074
38 Val: 0.8727272727272727 Test: 0.8567164179104477
39 Val: 0.8606060606060606 Test: 0.8537313432835821
40 Val: 0.8545454545454545 Test: 0.8686567164179104
41 Val: 0.8787878787878788 Test: 0.8746268656716418
42 Val: 0.8909090909090909 Test: 0.8567164179104477
43 Val: 0.8666666666666667 Test: 0.8298507462686567
44 Val: 0.8727272727272727 Test: 0.844776119402985
45 Val: 0.8787878787878788 Test: 0.8477611940298507
46 Val: 0.8727272727272727 Test: 0.8626865671641791
Validation performance: 85.45 & 87.03 ± 1.15 & 89.09
Testing performance: 82.99 & 85.73 ± 1.45 & 87.76

[TRIAL] 290 [VALIDATION PERFORMANCE] 0.8909090909090909 [TRAINING LOSS] 0.02796638252861474 [VALIDATION LOSS] 0.39931155927479267 

number                                     290
value                                 0.890909
params_threshold                      0.990888
params_attention_heads                       7
params_balanced_loss                      True
params_embedding_pooling_operation         max
params_attention_pooling_operation        mean
params_batch_size                           22
params_dropout_rate                   0.489028
params_early_stopping_patience              25
params_epochs                              118
params_global_pooling                      sum
params_hidden_dimension                    143
params_learning_rate                  0.001056
params_number_of_hidden_layers               2
params_plateau_divider                       9
params_plateau_patience                     20
params_weight_decay                   0.000093
params_beta_0                         0.848441
params_beta_1                         0.982419
params_epsilon                        0.000005
user_attrs_epoch                          36.0
user_attrs_training_loss              0.027966
user_attrs_validation_loss            0.399312
params_left_stride                          32
params_right_stride                         32
Name: 290, dtype: object
37 Val: 0.8666666666666667 Test: 0.8955223880597015
38 Val: 0.8666666666666667 Test: 0.8985074626865671
39 Val: 0.8727272727272727 Test: 0.8507462686567164
40 Val: 0.8787878787878788 Test: 0.9044776119402985
41 Val: 0.8787878787878788 Test: 0.9164179104477612
42 Val: 0.8909090909090909 Test: 0.9164179104477612
43 Val: 0.8909090909090909 Test: 0.9223880597014925
44 Val: 0.8848484848484849 Test: 0.9104477611940298
45 Val: 0.8909090909090909 Test: 0.9134328358208955
46 Val: 0.8606060606060606 Test: 0.8776119402985074
Validation performance: 86.06 & 87.82 ± 1.12 & 89.09
Testing performance: 85.07 & 90.06 ± 2.18 & 92.24

[TRIAL] 186 [VALIDATION PERFORMANCE] 0.8909090909090909 [TRAINING LOSS] 0.6250811610044607 [VALIDATION LOSS] 0.4250176017283758 

number                                     186
value                                 0.890909
params_threshold                      0.976857
params_attention_heads                       8
params_balanced_loss                      True
params_embedding_pooling_operation        mean
params_attention_pooling_operation        mean
params_batch_size                           16
params_dropout_rate                   0.515979
params_early_stopping_patience              18
params_epochs                               89
params_global_pooling                      sum
params_hidden_dimension                    115
params_learning_rate                  0.003508
params_number_of_hidden_layers               1
params_plateau_divider                       7
params_plateau_patience                     16
params_weight_decay                   0.000002
params_beta_0                         0.814373
params_beta_1                         0.980943
params_epsilon                        0.000008
user_attrs_epoch                          22.0
user_attrs_training_loss              0.625081
user_attrs_validation_loss            0.425018
params_left_stride                          32
params_right_stride                         64
Name: 186, dtype: object
37 Val: 0.8666666666666667 Test: 0.8895522388059701
38 Val: 0.8545454545454545 Test: 0.8985074626865671
39 Val: 0.8848484848484849 Test: 0.8626865671641791
40 Val: 0.8848484848484849 Test: 0.844776119402985
41 Val: 0.8606060606060606 Test: 0.8626865671641791
42 Val: 0.8727272727272727 Test: 0.8597014925373134
43 Val: 0.8606060606060606 Test: 0.8776119402985074
44 Val: 0.8484848484848485 Test: 0.8208955223880597
45 Val: 0.8666666666666667 Test: 0.9074626865671642
46 Val: 0.8303030303030303 Test: 0.8656716417910447
Validation performance: 83.03 & 86.3 ± 1.65 & 88.48
Testing performance: 82.09 & 86.9 ± 2.57 & 90.75

[IMDb-top_1000] Elapsed time: 2767.099619058768 minutes.
