[I 2024-12-02 10:47:13,435] A new study created in RDB with name: Ohsumed-GATv2-xlnet-xlnet-base-cased-Grouped-No_Aggregation
CUDA out of memory. Tried to allocate 3.43 GiB. GPU 0 has a total capacity of 44.56 GiB of which 3.24 GiB is free. Including non-PyTorch memory, this process has 41.31 GiB memory in use. Of the allocated memory 38.90 GiB is allocated by PyTorch, and 1.27 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
[I 2024-12-02 11:00:38,925] Trial 0 finished with value: -1.0 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'min', 'threshold': 0.8116161415975183, 'batch_size': 116, 'attention_heads': 11, 'hidden_dimension': 191, 'number_of_hidden_layers': 0, 'dropout_rate': 0.5909729556485983, 'global_pooling': 'mean', 'learning_rate': 5.415244119402538e-05, 'weight_decay': 8.179499475211674e-06, 'beta_0': 0.8510059609290175, 'beta_1': 0.9881622148267181, 'epsilon': 1.4618962793704927e-07, 'balanced_loss': True, 'epochs': 94, 'early_stopping_patience': 15, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 0 with value: -1.0.
[I 2024-12-03 14:24:14,778] Trial 104 finished with value: 0.602296430006473 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8114803286775687, 'batch_size': 115, 'attention_heads': 4, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3433659241483325, 'global_pooling': 'mean', 'learning_rate': 0.0012630248802917628, 'weight_decay': 0.0005537714428281276, 'beta_0': 0.8308152275850864, 'beta_1': 0.9837489439770652, 'epsilon': 4.142893932949842e-08, 'balanced_loss': True, 'epochs': 103, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 14:40:43,701] Trial 105 finished with value: 0.5670532060475703 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8115896657135204, 'batch_size': 114, 'attention_heads': 4, 'hidden_dimension': 136, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3594835410887605, 'global_pooling': 'mean', 'learning_rate': 0.0004427248971297302, 'weight_decay': 0.00025287470924262117, 'beta_0': 0.8312306765693451, 'beta_1': 0.9859792736660199, 'epsilon': 4.078935517899097e-08, 'balanced_loss': True, 'epochs': 109, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 14:57:22,619] Trial 106 finished with value: 0.46923835414564413 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.8043124727159542, 'batch_size': 114, 'attention_heads': 4, 'hidden_dimension': 138, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3854740192616341, 'global_pooling': 'mean', 'learning_rate': 0.00022944193267232114, 'weight_decay': 0.0002575989448413187, 'beta_0': 0.8322121747941766, 'beta_1': 0.9855464138690059, 'epsilon': 6.500345297713751e-08, 'balanced_loss': True, 'epochs': 110, 'early_stopping_patience': 21, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 15:14:54,266] Trial 107 finished with value: 0.5582173741133778 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8138124194179702, 'batch_size': 126, 'attention_heads': 4, 'hidden_dimension': 125, 'number_of_hidden_layers': 1, 'dropout_rate': 0.39859119585190167, 'global_pooling': 'mean', 'learning_rate': 0.00048575625844425385, 'weight_decay': 0.00021622258482515458, 'beta_0': 0.8278051220807284, 'beta_1': 0.9869741330386823, 'epsilon': 3.8186030328057176e-08, 'balanced_loss': True, 'epochs': 121, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 15:33:23,501] Trial 108 finished with value: 0.5771844718986511 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8062712885669333, 'batch_size': 121, 'attention_heads': 4, 'hidden_dimension': 133, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43148128037354977, 'global_pooling': 'mean', 'learning_rate': 0.0007542442102215728, 'weight_decay': 0.0001860305646891561, 'beta_0': 0.8292579575852614, 'beta_1': 0.9844596854320607, 'epsilon': 2.221608100661465e-08, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 15:55:10,593] Trial 109 finished with value: 0.3288780614947128 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8050236747433482, 'batch_size': 121, 'attention_heads': 4, 'hidden_dimension': 158, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43683966645446987, 'global_pooling': 'mean', 'learning_rate': 0.00028868945080940225, 'weight_decay': 0.0003609037318219329, 'beta_0': 0.8275999669438951, 'beta_1': 0.9848426867057025, 'epsilon': 2.5501762713697192e-08, 'balanced_loss': True, 'epochs': 107, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 16:10:44,006] Trial 110 finished with value: 0.43936806611916734 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8000039226596507, 'batch_size': 107, 'attention_heads': 4, 'hidden_dimension': 142, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4875685246884115, 'global_pooling': 'mean', 'learning_rate': 0.0007694359154110918, 'weight_decay': 0.00019899965870287946, 'beta_0': 0.8307417946921218, 'beta_1': 0.9843771747512676, 'epsilon': 2.806698020553284e-08, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 16:26:30,933] Trial 111 finished with value: 0.5428285532505225 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8161957763652589, 'batch_size': 123, 'attention_heads': 4, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3783884357265472, 'global_pooling': 'mean', 'learning_rate': 0.0005295021003259458, 'weight_decay': 0.0004058501985664198, 'beta_0': 0.8406292636703346, 'beta_1': 0.9857860200958871, 'epsilon': 4.5277391036878754e-08, 'balanced_loss': True, 'epochs': 91, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 16:44:02,909] Trial 112 finished with value: 0.5789874318073146 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8112605967255752, 'batch_size': 119, 'attention_heads': 5, 'hidden_dimension': 149, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3455020089354685, 'global_pooling': 'mean', 'learning_rate': 0.0010870598432441384, 'weight_decay': 0.00012248175372784332, 'beta_0': 0.8334563366242185, 'beta_1': 0.9834182559464822, 'epsilon': 1.8998320516157773e-08, 'balanced_loss': True, 'epochs': 105, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 17:00:51,567] Trial 113 finished with value: 0.5548819359921271 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8081956525702517, 'batch_size': 113, 'attention_heads': 5, 'hidden_dimension': 150, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3370579057537134, 'global_pooling': 'mean', 'learning_rate': 0.001095200827801794, 'weight_decay': 0.00014512422141377534, 'beta_0': 0.8338544076896853, 'beta_1': 0.9840294400129412, 'epsilon': 2.122092851800317e-08, 'balanced_loss': True, 'epochs': 102, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 17:17:48,279] Trial 114 finished with value: 0.462473658515674 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.811560933638284, 'batch_size': 117, 'attention_heads': 4, 'hidden_dimension': 137, 'number_of_hidden_layers': 2, 'dropout_rate': 0.34348602769428926, 'global_pooling': 'mean', 'learning_rate': 0.00040991773169786114, 'weight_decay': 0.000111968139060437, 'beta_0': 0.8260678989626515, 'beta_1': 0.9851492741393757, 'epsilon': 1.3670696762424824e-08, 'balanced_loss': True, 'epochs': 107, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 10}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 17:35:20,667] Trial 115 finished with value: 0.1338103787050646 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8177286078041918, 'batch_size': 120, 'attention_heads': 5, 'hidden_dimension': 133, 'number_of_hidden_layers': 1, 'dropout_rate': 0.43069038080809413, 'global_pooling': 'sum', 'learning_rate': 0.0006294422971352479, 'weight_decay': 0.0002515352423987543, 'beta_0': 0.8301144004814219, 'beta_1': 0.984561027356046, 'epsilon': 6.338434531115921e-08, 'balanced_loss': True, 'epochs': 113, 'early_stopping_patience': 21, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 17:50:40,803] Trial 116 finished with value: 0.5777288601805689 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8229809270627442, 'batch_size': 116, 'attention_heads': 4, 'hidden_dimension': 127, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34688006969434987, 'global_pooling': 'mean', 'learning_rate': 0.0009586710660799566, 'weight_decay': 0.000280075150584372, 'beta_0': 0.8357093979760922, 'beta_1': 0.9833188564767449, 'epsilon': 9.625714672596409e-08, 'balanced_loss': True, 'epochs': 104, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 18:06:09,314] Trial 117 finished with value: 0.5599175595464949 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8233895914934354, 'batch_size': 119, 'attention_heads': 5, 'hidden_dimension': 127, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34627782902501664, 'global_pooling': 'mean', 'learning_rate': 0.0012598680431217925, 'weight_decay': 0.0003278859291072168, 'beta_0': 0.8374677545397048, 'beta_1': 0.9837291744907812, 'epsilon': 2.0304178837013962e-08, 'balanced_loss': True, 'epochs': 103, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 18:21:25,896] Trial 118 finished with value: 0.5462027039885303 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8072106441040389, 'batch_size': 116, 'attention_heads': 4, 'hidden_dimension': 98, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34720693143993514, 'global_pooling': 'mean', 'learning_rate': 0.0009243369096989993, 'weight_decay': 0.00017119065845309483, 'beta_0': 0.8349520219249479, 'beta_1': 0.9835672612760398, 'epsilon': 8.856588069917416e-08, 'balanced_loss': True, 'epochs': 84, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 18:38:15,640] Trial 119 finished with value: 0.4522168191745889 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8263612528955764, 'batch_size': 125, 'attention_heads': 4, 'hidden_dimension': 156, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4626072400931593, 'global_pooling': 'max', 'learning_rate': 0.001726915842311467, 'weight_decay': 0.00044634696292545934, 'beta_0': 0.8279658644317478, 'beta_1': 0.9829139739040401, 'epsilon': 3.146935300349384e-08, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 18:55:45,125] Trial 120 finished with value: 0.5636990999720123 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.818753560478749, 'batch_size': 112, 'attention_heads': 5, 'hidden_dimension': 148, 'number_of_hidden_layers': 1, 'dropout_rate': 0.32705021052846445, 'global_pooling': 'mean', 'learning_rate': 0.0007916461747732867, 'weight_decay': 0.00028945364451740945, 'beta_0': 0.8391714381831361, 'beta_1': 0.983412804457121, 'epsilon': 1.0353172512753681e-08, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 22, 'plateau_patience': 14, 'plateau_divider': 10}. Best is trial 104 with value: 0.602296430006473.
[I 2024-12-03 19:11:45,420] Trial 121 finished with value: 0.6100602257113767 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8111331153686036, 'batch_size': 115, 'attention_heads': 4, 'hidden_dimension': 134, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35987744490643375, 'global_pooling': 'mean', 'learning_rate': 0.0010751912611665834, 'weight_decay': 0.0001265910501299093, 'beta_0': 0.8315419641946331, 'beta_1': 0.9839157178147522, 'epsilon': 4.672556923552108e-08, 'balanced_loss': True, 'epochs': 99, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 19:27:59,828] Trial 122 finished with value: 0.5981935304710346 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8144726098732473, 'batch_size': 121, 'attention_heads': 4, 'hidden_dimension': 143, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3621551423031419, 'global_pooling': 'mean', 'learning_rate': 0.0012180375329999267, 'weight_decay': 0.00013191101256714816, 'beta_0': 0.8325308236044889, 'beta_1': 0.9842030017332974, 'epsilon': 2.568164309152571e-08, 'balanced_loss': True, 'epochs': 99, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 19:44:15,665] Trial 123 finished with value: 0.5758774071940842 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8145501751519322, 'batch_size': 121, 'attention_heads': 4, 'hidden_dimension': 142, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36264685478557745, 'global_pooling': 'mean', 'learning_rate': 0.0012818968805291553, 'weight_decay': 0.00017629827350988284, 'beta_0': 0.8333681857927827, 'beta_1': 0.9842185089548153, 'epsilon': 4.6600033317423097e-08, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 22, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 20:00:40,495] Trial 124 finished with value: 0.5150517999818317 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8047234468349431, 'batch_size': 122, 'attention_heads': 4, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36198584439883613, 'global_pooling': 'mean', 'learning_rate': 0.0006928988216240634, 'weight_decay': 8.418197369974782e-05, 'beta_0': 0.8330893515085932, 'beta_1': 0.9840103462949502, 'epsilon': 5.604694903807629e-08, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 20:16:42,185] Trial 125 finished with value: 0.5849842766117381 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8150183206062426, 'batch_size': 127, 'attention_heads': 4, 'hidden_dimension': 142, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36939142867676283, 'global_pooling': 'mean', 'learning_rate': 0.0009294319491114091, 'weight_decay': 0.0001365962476043958, 'beta_0': 0.8354960677872083, 'beta_1': 0.9851356383689052, 'epsilon': 9.500933412024645e-08, 'balanced_loss': True, 'epochs': 104, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 20:32:03,202] Trial 126 finished with value: 0.40125537942763345 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.8159800691590204, 'batch_size': 127, 'attention_heads': 4, 'hidden_dimension': 141, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3717893519334493, 'global_pooling': 'mean', 'learning_rate': 0.0009089356082487848, 'weight_decay': 0.00017147144707528575, 'beta_0': 0.8351465710312022, 'beta_1': 0.9843663513700184, 'epsilon': 7.725447604616112e-08, 'balanced_loss': True, 'epochs': 105, 'early_stopping_patience': 24, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 20:47:58,303] Trial 127 finished with value: 0.48460722921848953 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'min', 'threshold': 0.8078307959313304, 'batch_size': 124, 'attention_heads': 4, 'hidden_dimension': 126, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3944770169900578, 'global_pooling': 'mean', 'learning_rate': 0.0017598561932814817, 'weight_decay': 0.00012605103992680954, 'beta_0': 0.8383212865729731, 'beta_1': 0.9848262878561002, 'epsilon': 1.369800595704637e-07, 'balanced_loss': True, 'epochs': 116, 'early_stopping_patience': 24, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 21:04:53,996] Trial 128 finished with value: 0.5600932108650696 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8025821143619581, 'batch_size': 121, 'attention_heads': 4, 'hidden_dimension': 131, 'number_of_hidden_layers': 1, 'dropout_rate': 0.38117075423406405, 'global_pooling': 'mean', 'learning_rate': 0.0011318616785859956, 'weight_decay': 8.428771379267705e-05, 'beta_0': 0.836320862945965, 'beta_1': 0.9851342160587561, 'epsilon': 1.1352379776423564e-07, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 23, 'plateau_patience': 15, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 21:20:48,853] Trial 129 finished with value: 0.4855564520247645 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.822955744693298, 'batch_size': 125, 'attention_heads': 4, 'hidden_dimension': 152, 'number_of_hidden_layers': 1, 'dropout_rate': 0.402163473687134, 'global_pooling': 'mean', 'learning_rate': 0.0005712647919722467, 'weight_decay': 4.340898198785947e-05, 'beta_0': 0.8418751422126128, 'beta_1': 0.9839191801863485, 'epsilon': 2.6486323857771105e-08, 'balanced_loss': True, 'epochs': 120, 'early_stopping_patience': 23, 'plateau_patience': 16, 'plateau_divider': 10}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 21:37:30,276] Trial 130 finished with value: 0.5887395622160978 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8137864759510111, 'batch_size': 90, 'attention_heads': 4, 'hidden_dimension': 161, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36579771848050596, 'global_pooling': 'mean', 'learning_rate': 0.000921732494621275, 'weight_decay': 0.00011830895244164502, 'beta_0': 0.8293532034428316, 'beta_1': 0.9866457756035392, 'epsilon': 3.351196260086692e-08, 'balanced_loss': True, 'epochs': 99, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 21:53:34,982] Trial 131 finished with value: 0.5374760880526847 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8155779820640511, 'batch_size': 79, 'attention_heads': 4, 'hidden_dimension': 161, 'number_of_hidden_layers': 1, 'dropout_rate': 0.36452434824170904, 'global_pooling': 'mean', 'learning_rate': 0.0008848556511380854, 'weight_decay': 0.00012816375961173567, 'beta_0': 0.8296925065090957, 'beta_1': 0.9866983884703238, 'epsilon': 4.481868725444274e-08, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 22:14:45,136] Trial 132 finished with value: 0.4856100640988023 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8093347930362764, 'batch_size': 60, 'attention_heads': 4, 'hidden_dimension': 142, 'number_of_hidden_layers': 1, 'dropout_rate': 0.37159359510569423, 'global_pooling': 'mean', 'learning_rate': 2.778413097360328e-05, 'weight_decay': 0.00010502173927433889, 'beta_0': 0.8260426279716383, 'beta_1': 0.9845164990966466, 'epsilon': 3.50552585200081e-08, 'balanced_loss': True, 'epochs': 104, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 22:31:44,233] Trial 133 finished with value: 0.5697647476956235 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.8274194583503804, 'batch_size': 127, 'attention_heads': 4, 'hidden_dimension': 135, 'number_of_hidden_layers': 1, 'dropout_rate': 0.34931135599255464, 'global_pooling': 'mean', 'learning_rate': 0.0007262334057075685, 'weight_decay': 9.133378650829106e-05, 'beta_0': 0.8333964985834322, 'beta_1': 0.9862585685117502, 'epsilon': 7.227983621025385e-08, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 23, 'plateau_patience': 18, 'plateau_divider': 10}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 22:48:42,241] Trial 134 finished with value: 0.5978923646700051 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8142053075084377, 'batch_size': 91, 'attention_heads': 4, 'hidden_dimension': 148, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35788309783525973, 'global_pooling': 'mean', 'learning_rate': 0.001416814601369079, 'weight_decay': 0.00015755621642404814, 'beta_0': 0.8293455323244391, 'beta_1': 0.9855646292862835, 'epsilon': 5.5909511407560724e-08, 'balanced_loss': True, 'epochs': 99, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 23:06:42,053] Trial 135 finished with value: 0.5479715965378178 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8129019481534739, 'batch_size': 95, 'attention_heads': 4, 'hidden_dimension': 162, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3871458196466953, 'global_pooling': 'mean', 'learning_rate': 0.0014480994273717033, 'weight_decay': 6.529074855751906e-05, 'beta_0': 0.8292156339907807, 'beta_1': 0.9855300236310582, 'epsilon': 1.0157196215999023e-07, 'balanced_loss': True, 'epochs': 90, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 121 with value: 0.6100602257113767.
[I 2024-12-03 23:23:12,712] Trial 136 finished with value: 0.6141245511194311 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8178191253143161, 'batch_size': 86, 'attention_heads': 4, 'hidden_dimension': 150, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3560406764121219, 'global_pooling': 'mean', 'learning_rate': 0.0019323714518942289, 'weight_decay': 0.00015627712693023322, 'beta_0': 0.835457341257335, 'beta_1': 0.9849545149094849, 'epsilon': 5.6504535701221496e-08, 'balanced_loss': True, 'epochs': 107, 'early_stopping_patience': 22, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-03 23:42:35,404] Trial 137 finished with value: 0.436553200021333 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8204679144275908, 'batch_size': 89, 'attention_heads': 4, 'hidden_dimension': 148, 'number_of_hidden_layers': 1, 'dropout_rate': 0.35581179630373055, 'global_pooling': 'sum', 'learning_rate': 0.001989359700966653, 'weight_decay': 0.00013410438615189897, 'beta_0': 0.8215528488236592, 'beta_1': 0.9848441204504979, 'epsilon': 6.172060573696672e-08, 'balanced_loss': True, 'epochs': 107, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-04 00:00:10,234] Trial 138 finished with value: 0.5762169025521012 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8051763675648594, 'batch_size': 91, 'attention_heads': 5, 'hidden_dimension': 155, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3468232113710516, 'global_pooling': 'mean', 'learning_rate': 0.0016574528373940523, 'weight_decay': 0.00015829732018834736, 'beta_0': 0.8367190538565289, 'beta_1': 0.9867303626068101, 'epsilon': 8.634237332090648e-08, 'balanced_loss': True, 'epochs': 103, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-04 00:18:58,680] Trial 139 finished with value: 0.5643939640669593 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8000370396138624, 'batch_size': 83, 'attention_heads': 5, 'hidden_dimension': 138, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3764282844529115, 'global_pooling': 'mean', 'learning_rate': 0.0008749043158299964, 'weight_decay': 0.00011750649828416317, 'beta_0': 0.8254709658828829, 'beta_1': 0.9880064186081127, 'epsilon': 5.760093685135087e-08, 'balanced_loss': True, 'epochs': 125, 'early_stopping_patience': 24, 'plateau_patience': 17, 'plateau_divider': 9}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-04 00:36:56,857] Trial 140 finished with value: 0.5738798101249787 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8181674516668425, 'batch_size': 83, 'attention_heads': 4, 'hidden_dimension': 169, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3674286899440761, 'global_pooling': 'mean', 'learning_rate': 0.0014644846613432354, 'weight_decay': 0.00020730739373642332, 'beta_0': 0.83487758074409, 'beta_1': 0.9853179831351393, 'epsilon': 3.2523387789869685e-08, 'balanced_loss': True, 'epochs': 113, 'early_stopping_patience': 22, 'plateau_patience': 18, 'plateau_divider': 9}. Best is trial 136 with value: 0.6141245511194311.
[I 2024-12-04 00:55:01,281] Trial 141 finished with value: 0.6096897602480853 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.8075527360633672, 'batch_size': 88, 'attention_heads': 4, 'hidden_dimension': 157, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3454700720325807, 'global_pooling': 'mean', 'learning_rate': 0.001695236405870197, 'weight_decay': 0.00014580917630480365, 'beta_0': 0.8367618482481117, 'beta_1': 0.9872234775218716, 'epsilon': 8.957088489159236e-08, 'balanced_loss': True, 'epochs': 104, 'early_stopping_patience': 23, 'plateau_patience': 17, 'plateau_divider': 10}. Best is trial 136 with value: 0.6141245511194311.
